time,target,master_offset,freq,path_delay
1736679165.928521088,0.5001389980316162,-344557,-305120,861009
1736679166.928975304,0.5000298023223877,-40237,-104167,861009
1736679167.929795068,0.49991416931152344,293668,217667,861009
1736679168.928897244,0.49997544288635254,-81502,-69402,872085
1736679169.932175729,0.4997110366821289,789558,777207,838247
1736679170.929178211,0.5002467632293701,-754480,-529964,872085
1736679171.929064077,0.5001192092895508,-264678,-266506,912343
1736679172.929026936,0.5000309944152832,19966,-61265,912343
1736679173.928822863,0.500009298324585,30219,-45022,844133
1736679174.928967027,0.49985504150390625,214845,148669,844133
1736679175.932146313,0.49959349632263184,1151815,1150093,878505
1736679176.928860468,0.5004823207855225,-1406239,-1062417,1009477
1736679177.929451595,0.5001692771911621,-310924,-388973,1009477
1736679178.929100965,0.5000078678131104,138062,-33264,954521
1736679179.929398522,0.49994754791259766,233259,103351,954521
1736679180.929551312,0.49994850158691406,193713,133783,954521
1736679181.929980546,0.5000333786010742,-50249,-52065,1071277
1736679182.929623770,0.5000414848327637,-115147,-132038,1071277
1736679183.929842899,0.4999046325683594,267589,216154,957415
1736679184.929948029,0.4999680519104004,38624,67466,957415
1736679185.930465790,0.499969482421875,23771,64200,957415
1736679187.930162054,0.5000340938568115,-97327,-49767,926374
1736679188.929865494,0.5000684261322021,-168963,-150601,926374
1736679189.931007526,0.5000147819519043,-4497,-36824,926374
1736679190.929891932,0.4999842643737793,67961,34285,852876
1736679191.930021348,0.4999828338623047,50459,37171,852876
1736679192.929979356,0.4999732971191406,36056,37906,852876
1736679193.930294376,0.49991488456726074,150565,163232,813145
1736679194.930343009,0.4999237060546875,172364,230200,781781
1736679195.930211969,0.500117301940918,-377736,-268190,813145
1736679196.930146789,0.4998462200164795,-18905,-22680,813145
1736679197.934116190,0.49913525581359863,2328690,2319243,813145
1736679198.930047048,0.5007269382476807,-2261430,-1572270,813145
1736679199.929982216,0.5003421306610107,-777410,-766679,781781
1736679200.934026596,0.5000917911529541,56075,-166417,1009840
1736679201.930132145,0.5001001358032227,-53497,-259166,1009840
1736679202.930770411,0.49982738494873047,375564,153846,949477
1736679203.932268122,0.4994699954986572,1588313,1479264,949477
1736679204.930324465,0.5005724430084229,-1648945,-1281500,1204674
1736679205.930775154,0.5001726150512695,-224062,-351301,1100695
1736679206.930840334,0.5000808238983154,-94425,-288882,1444386
1736679207.931061244,0.4997096061706543,806659,583874,1100695
1736679209.930945353,0.5004374980926514,-996293,-977080,1352720
1736679210.930921664,0.5001201629638672,1457,-278218,1479669
1736679211.930596756,0.49985671043395996,274770,-4468,1479669
1736679212.932919066,0.4992537498474121,2204746,2007939,1479955
1736679213.930738580,0.5006067752838135,-1853595,-1388978,1479955
1736679214.930888078,0.5001029968261719,-111138,-202600,1388289
1736679216.931634184,0.4995713233947754,366018,241215,1179686
1736679217.935807187,0.4982905387878418,4649390,4634392,1386947
1736679218.930883936,0.501530647277832,-4779628,-3399809,1386947
1736679219.931456749,0.5004956722259521,-1065809,-1119878,1178630
1736679220.931562116,0.5000631809234619,131297,-242515,1178630
1736679221.931912834,0.49977684020996094,891257,556834,932891
1736679222.931510577,0.5000684261322021,-93221,-160267,932891
1736679223.931353040,0.499983549118042,109429,14417,858962
1736679224.931621375,0.49991774559020996,222774,160591,858962
1736679225.931609539,0.4997293949127197,204693,209342,858962
1736679226.934447110,0.4990420341491699,2460751,2526808,932891
1736679227.931650635,0.5007297992706299,-2324519,-1520237,944432
1736679228.931785976,0.5005018711090088,-1202830,-1095903,908982
1736679229.931131433,0.5001802444458008,-213144,-467066,908982
1736679230.931676689,0.49988889694213867,579905,262039,908982
1736679231.931735758,0.49999427795410156,161683,17789,908982
1736679232.931970529,0.5000123977661133,91065,-4324,955383
1736679233.931582740,0.50003981590271,-52501,-120571,955383
1736679234.932452727,0.4999101161956787,259819,175999,955383
1736679235.938268120,0.4998939037322998,232802,226928,892560
1736679236.934313010,0.49994826316833496,83822,147788,849080
