data,timestamp,master_offset,s2_freq,path_delay,timestamp_diff,adjusted_Offset,adjusted_Path_Delay,is_attack,attack_value,PTPts
2951319.451,1739515515.579444,-31166.0,-39341.0,4825947.0,0.5393671989440918,1006150.0,1333824.0,0.0,0.0,3237413.732367199
2870863.439,1739515516.55085,23956.0,54589.0,4674199.0,0.0276350975036621,935562.0,1251362.0,0.0,0.0,2894851.6076350976
2821709.67,1739515517.576337,83846.0,121666.0,4603079.0,0.055833101272583,-1032938.0,3140965.0,0.0,0.0,2858610.117833101
2724587.014,1739515518.599536,73735.0,136709.0,4534293.0,0.0309078693389892,-1476119.0,3499113.0,0.0,0.0,2775912.8799078693
2622785.142,1739515519.573082,38453.0,123547.0,4484541.0,0.0580854415893554,-1124947.0,3023457.0,0.0,0.0,2671269.9660854414
2609744.851,1739515520.596929,-191841.0,-95211.0,4590351.0,0.0335783958435058,-1017610.0,3047788.0,0.0,0.0,2576052.7225783956
2691008.016,1739515521.567823,-14503.0,24575.0,4544682.0,0.0622072219848632,137048.0,1891750.0,0.0,0.0,2672389.415207222
2785475.698,1739515522.589186,-252174.0,-217447.0,4780973.0,0.039949893951416,1016956.0,1278623.0,0.0,0.0,2693760.804949894
2895549.588,1739515523.560975,197596.0,156671.0,4597984.0,0.069202184677124,564530.0,1626376.0,0.0,0.0,2909217.3732021847
2740870.478,1739515524.584993,214653.0,233006.0,4476253.0,0.044832706451416,-88193.0,2039581.0,0.0,0.0,2832245.696832706
