data,timestamp,master_offset,s2_freq,path_delay,timestamp_diff,PTPts
2870863.439,1739515516.55085,23956.0,54589.0,4674199.0,0.0276350975036621,2894851.6076350976
2821709.67,1739515517.576337,83846.0,121666.0,4603079.0,0.055833101272583,2858610.117833101
2724587.014,1739515518.599536,73735.0,136709.0,4534293.0,0.0309078693389892,2775912.8799078693
2622785.142,1739515519.573082,38453.0,123547.0,4484541.0,0.0580854415893554,2671269.9660854414
2609744.851,1739515520.596929,-191841.0,-95211.0,4590351.0,0.0335783958435058,2576052.7225783956
2691008.016,1739515521.567823,-14503.0,24575.0,4544682.0,0.0622072219848632,2672389.415207222
2785475.698,1739515522.589186,-252174.0,-217447.0,4780973.0,0.039949893951416,2693760.804949894
2895549.588,1739515523.560975,197596.0,156671.0,4597984.0,0.069202184677124,2909217.3732021847
2740870.478,1739515524.584993,214653.0,233006.0,4476253.0,0.044832706451416,2832245.696832706
2521253.722,1739515525.55829,195488.0,278237.0,4255900.0,0.0211372375488281,2639380.7991372375
2285262.769,1739515526.582411,103564.0,244960.0,4121322.0,0.0483911037445068,2397129.1673911037
2195595.124,1739515527.60423,-267752.0,-95287.0,4311560.0,0.0762104988098144,2177796.457210499
2316188.731,1739515528.626499,-174485.0,-82346.0,4310518.0,0.0555241107940673,2258277.343524111
2481503.375,1739515529.545883,-265910.0,-226116.0,4530919.0,0.0323522090911865,2372398.555352209
2587946.805,1739515530.620491,220948.0,180969.0,4293716.0,0.0615015029907226,2609578.107501503
2460087.3,1739515531.593167,91981.0,118286.0,4239458.0,0.0134541988372802,2512481.240454199
2351963.444,1739515532.565855,118441.0,172340.0,4157139.0,0.0646982192993164,2415982.0846982193
2213205.414,1739515533.58844,73317.0,162749.0,4045827.0,0.0416004657745361,2280816.6056004656
2123692.277,1739515534.560035,-65907.0,45520.0,4086517.0,0.0189623832702636,2146851.151962383
2109627.919,1739515535.582133,-49875.0,41780.0,3997758.0,0.0474708080291748,2115973.122470808
2249305.288,1739515536.605652,-445805.0,-369113.0,4422659.0,0.0248901844024658,2103781.8328901846
2535685.955,1739515537.576923,-5838.0,-62887.0,4364828.0,0.0533959865570068,2448836.9133959864
2556031.136,1739515538.600712,193278.0,134477.0,4284396.0,0.0301969051361084,2582167.4601969053
2439324.565,1739515539.572539,168661.0,167844.0,4203832.0,0.0577437877655029,2503822.859743788
2268659.398,1739515540.544097,207259.0,257040.0,4044056.0,0.0345349311828613,2370428.0095349313
2085992.102,1739515541.566702,24749.0,136708.0,3974509.0,0.0631592273712158,2155144.9321592273
2131431.979,1739515542.58948,-395273.0,-275890.0,4272431.0,0.0923197269439697,2032673.741319727
2410186.327,1739515543.561885,-202966.0,-202164.0,4392585.0,0.0687146186828613,2284381.3097146186
2514615.16,1739515544.533913,204922.0,144834.0,4233989.0,0.0451207160949707,2526290.281120716
2420510.588,1739515545.55689,87395.0,88783.0,4243115.0,0.0224020481109619,2457240.4154020483
2358342.605,1739515546.580062,70597.0,98204.0,4175568.0,0.0503177642822265,2391166.4123177645
2219781.422,1739515547.552145,240389.0,289175.0,3948388.0,0.0267190933227539,2324287.5727190934
2049849.805,1739515548.575626,-73568.0,47335.0,4013818.0,0.0552599430084228,2090201.978259943
2045408.166,1739515549.599073,-86201.0,12631.0,3995343.0,0.0310347080230712,2041224.035034708
2133897.16,1739515550.572036,-252893.0,-179921.0,4185371.0,0.0587255954742431,2054144.0037255955
2413560.925,1739515551.595342,-366116.0,-369012.0,4506656.0,0.0359435081481933,2238894.3239435083
2706930.689,1739515552.566877,30599.0,-82132.0,4521216.0,0.0636494159698486,2613050.944649416
2812241.701,1739515553.590591,40175.0,-63376.0,4612443.0,0.0401613712310791,2763038.9021613714
2872760.13,1739515554.56229,117796.0,26297.0,4650021.0,0.06866455078125,2858978.4236645508
2867596.453,1739515555.58598,106787.0,50627.0,4661391.0,0.0446290969848632,2874656.480629097
2789450.263,1739515556.609582,231117.0,206993.0,4513833.0,0.021559715270996,2857321.850559715
2645172.562,1739515557.581632,73152.0,118363.0,4540937.0,0.0484070777893066,2700974.2234070776
2667651.156,1739515558.553292,-249333.0,-182176.0,4713959.0,0.0260274410247802,2601022.290027441
2793447.654,1739515559.576499,60030.0,52387.0,4703251.0,0.0531692504882812,2773767.1091692504
2811505.38,1739515560.548449,-67567.0,-57201.0,4743105.0,0.0819861888885498,2782295.161986189
2927408.268,1739515561.622203,-125005.0,-134909.0,4875586.0,0.058913230895996,2855148.592913231
2992366.468,1739515562.594,184195.0,136790.0,4856268.0,0.0361292362213134,3009903.953129236
2954748.34,1739515563.566963,-58651.0,-50798.0,4886709.0,0.0641026496887207,2939010.19010265
2897288.409,1739515564.589626,334569.0,324827.0,4596147.0,0.0918569564819336,2995195.0318569564
2680054.913,1739515565.613443,23802.0,114430.0,4592325.0,0.0175421237945556,2749859.9005421237
2580466.044,1739515566.58603,57973.0,155742.0,4450356.0,0.044264793395996,2637876.3602647935
2469218.006,1739515567.557138,1474.0,116635.0,4361446.0,0.0207269191741943,2517620.380726919
2357380.781,1739515568.581033,69524.0,185127.0,4262181.0,0.0499546527862548,2425936.3189546526
2246331.178,1739515569.552995,-70545.0,65915.0,4284028.0,0.0262026786804199,2279839.1642026785
2268044.986,1739515570.575694,-205236.0,-89939.0,4329171.0,0.0542163848876953,2228414.5642163847
2378307.723,1739515571.547666,-117230.0,-63504.0,4391625.0,0.0315256118774414,2328059.040525612
2463144.746,1739515572.570603,-58328.0,-39771.0,4390537.0,0.0597188472747802,2425099.3277188474
2419053.629,1739515573.593865,267950.0,269009.0,4171645.0,0.088134765625,2498077.183134766
2258927.999,1739515574.56575,-25941.0,55503.0,4233704.0,0.0643692016601562,2299555.0983692016
2317905.978,1739515575.589149,-246725.0,-173064.0,4392835.0,0.0418496131896972,2246216.872849613
2436365.222,1739515576.611786,56591.0,56235.0,4299061.0,0.0186250209808349,2419467.995625021
2400413.69,1739515577.583848,66148.0,82769.0,4243114.0,0.0981585979461669,2423292.967158598
2450885.474,1739515578.555939,-233061.0,-196595.0,4521737.0,0.0234363079071044,2374068.418436308
2632798.385,1739515579.579619,-41871.0,-75324.0,4612834.0,0.0510463714599609,2564206.1520463713
2793053.866,1739515580.55221,-178009.0,-224023.0,4810139.0,0.027402639389038,2685501.2294026394
2977318.993,1739515581.575526,64721.0,-34696.0,4814999.0,0.0554699897766113,2920087.4354699897
3021991.129,1739515582.547354,99828.0,19828.0,4836335.0,0.0830132961273193,3009711.221013296
3042108.688,1739515583.570346,43129.0,-6923.0,4897287.0,0.0597953796386718,3027117.8517953795
2907322.483,1739515584.542274,495735.0,458622.0,4527102.0,0.03629732131958,3060611.4712973214
2606592.605,1739515585.565518,375.0,111982.0,4578741.0,0.0137088298797607,2692943.6377088297
2445130.781,1739515586.590882,215502.0,327222.0,4271757.0,0.0415713787078857,2565640.8955713785
2161819.858,1739515587.562695,113147.0,289517.0,4080922.0,0.067704439163208,2296502.356704439
2030698.26,1739515588.585907,-267830.0,-57516.0,4201707.0,0.0443062782287597,2032053.6483062783
2130156.951,1739515589.557704,-219624.0,-89659.0,4242386.0,0.0217180252075195,2074495.323718025
2248553.743,1739515590.58152,-150140.0,-86062.0,4317675.0,0.0496938228607177,2190018.928693823
2306300.79,1739515591.552902,52824.0,71860.0,4228365.0,0.026416540145874,2306624.51141654
2267608.288,1739515592.575494,28623.0,63506.0,4193749.0,0.0548093318939209,2285410.997809332
2303349.702,1739515593.598829,-167027.0,-123557.0,4336077.0,0.0320796966552734,2250886.6560796965
2398788.118,1739515594.57073,40485.0,33847.0,4300425.0,0.0595552921295166,2380157.5265552923
2423627.46,1739515595.593367,-49045.0,-43537.0,4391611.0,0.0369482040405273,2396900.436948204
2450858.91,1739515596.565601,91158.0,81952.0,4309607.0,0.0649843215942382,2460432.2989843218
2415303.22,1739515597.587796,19621.0,37763.0,4395293.0,0.0421295166015625,2424909.2941295165
2409026.054,1739515598.560188,9895.0,33923.0,4374616.0,0.0708673000335693,2411458.0038673
2445482.707,1739515599.531888,-102116.0,-75120.0,4478878.0,0.0468621253967285,2407098.3058621255
2600741.587,1739515600.604754,-206961.0,-210599.0,4665591.0,0.0252501964569091,2498067.9672501963
2737437.758,1739515601.576498,136393.0,70666.0,4601136.0,0.053664207458496,2721052.9866642077
2723031.078,1739515602.599213,24570.0,-239.0,4638640.0,0.0307695865631103,2717131.2067695865
2686067.422,1739515603.571532,199126.0,181688.0,4514672.0,0.05900239944458,2738182.8920023995
