data,timestamp,master_offset,s2_freq,path_delay,timestamp_diff,adjusted_Offset,adjusted_Path_Delay,is_attack,rolling_mean,rolling_std,rolling_range,change_count
2415948.432,1739515631.559569,-448342.0,-432579.0,4664958.0,0.0707819461822509,238161.0,1957897.0,0.0,236203.0,712914.5519002961,482356.0,4.0
2744899.485,1739515632.582951,47000.0,-71740.0,4649058.0,0.0481541156768798,389028.0,1925595.0,0.0,-206491.0,455739.4526017031,719522.0,4.0
2773130.778,1739515633.606338,231649.0,127009.0,4582975.0,0.0757124423980712,-1225941.0,3411825.0,0.0,-284758.6,284794.4875332035,719522.0,4.0
2697957.398,1739515634.578169,103370.0,68225.0,4582515.0,0.0517728328704834,452472471.0,-450293316.0,0.0,-172992.4,307092.7577793068,719522.0,4.0
2657223.627,1739515635.600667,79318.0,75184.0,4599837.0,0.0296895503997802,29874.0,2069412.0,0.0,-147896.8,275494.6028518526,237166.0,4.0
2507436.985,1739515636.572839,337899.0,357560.0,4261387.0,0.00726318359375,-1029521.0,2807579.0,0.0,2599.0,227907.79596297274,82443.0,4.0
2279014.824,1739515637.596059,-30718.0,90313.0,4308776.0,0.0339851379394531,-2060906.0,2317449.0,0.0,159847.2,156168.34605098434,387671.0,4.0
2830850.114,1739515638.567548,-1673423.0,-1561608.0,4429966.0,0.0625669956207275,-627007.0,2552751.0,0.0,144303.6,121712.54043318627,338450.0,4.0
3996210.469,1739515639.590314,-21999.0,-412211.0,4447744.0,0.0398485660552978,2064448.0,1684269.0,0.0,-236710.8,774051.986700312,338450.0,4.0
3632840.259,1739515640.562815,2164675.0,1767864.0,4084042.0,0.0169639587402343,-1214203.0,1795231.0,0.0,-261784.6,763094.6211776754,338450.0,4.0
2894121.967,1739515641.586593,-1184938.0,-932347.0,4265967.0,0.0441088676452636,-511828.0,2044307.0,0.0,155286.8,1210184.005069601,363702.0,4.0
3581800.606,1739515642.558152,-88228.0,-191118.0,4120707.0,0.0717496871948242,-415652.0,2189324.0,0.0,-149280.6,1264085.8113904689,363702.0,4.0
3592335.355,1739515643.582071,507946.0,378587.0,3765726.0,0.0485382080078125,1196008.0,1703378.0,0.0,-160782.6,1253615.3803832736,363702.0,4.0
2783526.957,1739515644.553769,1596887.0,1619912.0,3802500.0,0.025435447692871,-373242.0,1664866.0,0.0,275491.2,1033171.9297621766,682018.0,4.0
1577487.695,1739515645.524809,80157.0,582248.0,3711467.0,0.0024502277374267,-2042820.0,1313826.0,0.0,599268.4,1162067.2503626025,500241.0,4.0
1821498.74,1739515646.599463,-2085148.0,-1559010.0,3856154.0,0.0313591957092285,-817799.0,3119222.0,0.0,182364.8,947037.3000369627,554500.0,4.0
