OT,master_offset,s2_freq,path_delay,adjusted_Offset,adjusted_Path_Delay,timestamp_diff,PTPts
0.3879993925661814,0.4567083235272839,0.4695177797835574,0.20532960987851145,0.32373612660599854,0.6372622383144615,0.4466571807861328,0.0
0.403714731429852,0.4809279306856501,0.47602813425678153,0.2098453380046562,0.4582569103932455,0.5133885168754007,0.44330430030822754,0.06120871905481362
0.4135110162013043,0.46181918659986404,0.4543514809740175,0.24225553416919143,0.3114839843929093,0.665467273346615,0.4189949035644531,0.22984884706593012
0.42660209741554017,0.48153136137420466,0.4706228248802908,0.24348118961219356,0.41979882182688544,0.5650269506212486,0.4474143981933594,0.46463139916614854
0.4148416414842763,0.5048824972711752,0.49784995870565696,0.20161022217820324,0.48487345983431274,0.49682235001459585,0.42339301109313965,0.7080734182735712
0.3602858105661099,0.5390469083264493,0.5455129774866593,0.10983990854644454,0.4743876074339408,0.4961628860144627,0.3468787670135498,0.9005718077734668
0.3174151800326214,0.46119373520621393,0.47646019562475783,0.1378154604717543,0.4074673275032064,0.5301243228341757,0.4264647960662842,0.9949962483002227
0.33270199191953426,0.4388338478832223,0.4442649011408786,0.17317340496240552,0.3127463883033813,0.6274007895987979,0.34966206550598145,0.9682283436453982
0.340149047779897,0.4918283381303031,0.49079870991264085,0.1289657717408037,0.4594404912071983,0.49092919554547393,0.430370569229126,0.8268218104318059
0.3523317210249531,0.4398303243943822,0.43515236714193684,0.1913778115345558,0.2792135970723186,0.6689122168164893,0.45789241790771484,0.6053978997153898
0.3917747432429248,0.4594084738700835,0.4437045658764383,0.211305653438279,0.35562394858453467,0.6078137313374661,0.43472957611083984,0.3581689072683869
0.3999064591170853,0.5061783920026995,0.4901785982856841,0.17931967098676527,0.49364133904041546,0.48090112232001075,0.4611825942993164,0.14566511285437034
0.40474183816516635,0.4622326689041768,0.4487045224724601,0.23202903029876343,0.3063111084725718,0.6675858893725312,0.4377706050872803,0.019914856674817016
0.4096337305975443,0.5043400591830652,0.4908028888072849,0.19947948798419135,0.4925267945626758,0.48785513777175443,0.3634665012359619,0.011706187135988366
0.39781876165818425,0.48542569930700785,0.47740426243216105,0.2046438872056906,0.29188965589398086,0.6865840980778497,0.44193363189697266,0.1230488728283477
0.3920094875461054,0.48652720982880354,0.4804537653758592,0.19752166115168956,0.35356714187804694,0.6208923850893799,0.41826868057250977,0.32668234108248667
0.38822045130026633,0.4788327952547933,0.4737944242240226,0.200716956973632,0.47350644633034694,0.4932747278446039,0.4464712142944336,0.5727500169043067
0.3897270951255734,0.4770282063933271,0.47124239143403307,0.20609963831455302,0.4273176988123046,0.5419212285065953,0.4208359718322754,0.8010059513424118
0.3946933351854796,0.4749370315209407,0.4677410227955674,0.21200560606476448,0.2834502062567082,0.691784810779274,0.4500918388366699,0.9555651309423385
0.4013510529994421,0.47703327590816924,0.46832261591537067,0.24181333164682028,0.3942406532030626,0.5883463430913962,0.5287935733795166,0.9985860780981892
0.42689881822092207,0.4484673518843545,0.4344595790863886,0.2743446166623509,0.40437541659858056,0.5724421980631118,0.45340776443481445,0.9195357645382263
0.45388669951956234,0.48581557668283687,0.46636362278268756,0.28454266062544975,0.31825016252487837,0.6866818438155062,0.4307241439819336,0.7377684639979962
0.4667891310068278,0.4774808190153277,0.45872496675558083,0.2943865666850831,0.3766898178898451,0.6246762413505679,0.3562178611755371,0.4977871510059755
0.4997751146492266,0.45422030069616054,0.43110047455689077,0.3638437759912938,0.34791348033654695,0.6647105203646088,0.4344298839569092,0.25834762062349703
0.5158985812294523,0.5124679172760792,0.48895291031748894,0.3252427445135624,0.5347435281006396,0.4915912173779944,0.41314697265625,0.07807302063375393
0.4690123108354886,0.5482352455555053,0.5410640899104323,0.23719665139656398,0.5170134451865009,0.5006288613626425,0.452883243560791,0.0011008604107096698
0.40578758428733125,0.506694373560227,0.5168183248769598,0.21424481009425778,0.4095519956174123,0.580205950167741,0.45177459716796875,0.046276609274902236
0.37062918959446817,0.4771852029310949,0.49207890520227965,0.19616149237310287,0.3325534686277022,0.6368148917001586,0.42864012718200684,0.202539668345054
0.3482442908561652,0.48040529538989235,0.4947228736744374,0.16887703291444967,0.4345969324237426,0.5236619593077287,0.4564700126647949,0.4316313908960832
0.3590172805804313,0.42714893301674683,0.43370319915582284,0.2293752781851529,0.3047358809083524,0.6480847011984865,0.37283778190612793,0.6774621333943525
0.3882487091366757,0.4687430349178677,0.4631416950121561,0.22031616749460936,0.41402445690827716,0.5557538033546581,0.44689130783081055,0.87984395642941
0.4167476500676805,0.44725589625941975,0.4345447921989121,0.2706391904260157,0.3593660177819263,0.6171167504322939,0.4192020893096924,0.9892267314094421
0.4300373233883202,0.5058431703337624,0.49039063176609976,0.22551896074203392,0.4862384924744809,0.5040967339728455,0.45017266273498535,0.9788297401616923
0.4484346389206763,0.4408269593278809,0.42463608792475077,0.3196049979654447,0.29002779087250874,0.701910538391237,0.37265539169311523,0.8511985287513568
0.4864510440120236,0.4807864595370864,0.45690605743900775,0.32189414107761016,0.49010584983759264,0.5184321055873209,0.44422101974487305,0.6375816690257985
0.5000724005114741,0.48948701438492437,0.46707439825431213,0.33333099647860864,0.34677856881708924,0.6758405625932035,0.4225759506225586,0.39028001839427034
0.5109353114629436,0.48193296200310615,0.46159441384744365,0.3623241243357864,0.36446871116889773,0.6630207980193444,0.4524822235107422,0.1698416458779599
0.4949328178154932,0.5275337232752516,0.5144774171120284,0.29511229432197994,0.4848899474395131,0.5416798787506247,0.37037181854248047,0.030237553125872008
0.4645496820758774,0.4885432925125906,0.4860340432541839,0.3102357816808887,0.47202794017203537,0.5376687408115961,0.3443772792816162,0.005647690906665392
0.44195567942587527,0.49929763456085413,0.5012266872690883,0.2794810929559044,0.505554383234251,0.49866947040283416,0.4234590530395508,0.10209251509302797
0.4077019657402306,0.49801045305796476,0.5063094949937044,0.22488425111065236,0.507520816703678,0.4773138537480161,0.34482741355895996,0.295958969093304
0.3597728217351995,0.5091445334523731,0.5251950100364129,0.1633928624700336,0.30629938199400686,0.6712960252502717,0.42212605476379395,0.53978178363927
0.3391104553691891,0.44199326458625277,0.45812774820363045,0.1948177014657151,0.3486119552477608,0.5994268729930657,0.4512746334075928,0.7738646301121341
0.3458274055395301,0.47075610757721725,0.4779576934358851,0.1814649036241336,0.37807363052951953,0.5809441588649394,0.427187442779541,0.9408958637706621
0.3523102139120963,0.45643884712895594,0.45827655319117144,0.19343417408394303,0.370546201149959,0.5845599289978209,0.4541018009185791,0.9999804131973186
0.38532342264337877,0.4402875312642085,0.43156578539094764,0.24627858371090938,0.28203456460378606,0.6849326518672378,0.4295778274536133,0.9366523200467578
0.42210960885417953,0.47009136744354046,0.4520029421840841,0.2596509812999914,0.4396746739803841,0.5433387244049284,0.35671401023864746,0.7664165101666988
0.4189373850209894,0.5163579778057344,0.5015751707441843,0.21242632941179285,0.4697091833315895,0.5228312118888049,0.4354703426361084,0.5309526469972102
0.39541925974596365,0.4928832724844865,0.48708131059018706,0.21432965283686212,0.4069622954038082,0.5749539894674146,0.41156601905822754,0.2879104963315015
0.3842423417428555,0.4829798168180099,0.48007530287396916,0.204383989184042,0.46860662983945006,0.5019903590019257,0.4393436908721924,0.09679525304387271
0.37906345826003834,0.4791537589132368,0.4766318936873052,0.20945871284848472,0.3699983189108423,0.6036779904207146,0.4153878688812256,0.004398594068263206
0.37181066316628536,0.48569786888509575,0.48376544853570114,0.19145298864825588,0.3537495635633917,0.6181604373974583,0.4433727264404297,0.03334244396803898
0.36288183284825953,0.48032307419604625,0.4794809913791624,0.18604023646185486,0.4518449953505541,0.5115836920727089,0.42044758796691895,0.17654033883568115
0.35810694193094555,0.477714491965083,0.47651979029620284,0.1862582500915848,0.4172553221754469,0.5459917446974714,0.34478068351745605,0.398932439806409
0.360386061349045,0.4702773552693118,0.46712327315253993,0.19578453284583563,0.3679240547400248,0.5960561066624225,0.42264294624328613,0.6460694043669181
0.38003541931497103,0.45493858758035755,0.4461057950771006,0.22879748836842995,0.3447125925333778,0.6224929487057165,0.4496018886566162,0.8574434843898325
0.43194057700743443,0.43163640418608146,0.41067767135840116,0.30532215183151745,0.3115323891803691,0.6694707377884819,0.4260694980621338,0.9813029331567833
0.48108765593956543,0.4817561626729862,0.4514382463339284,0.31856137853347355,0.3319401649818548,0.6817314332834081,0.5037143230438232,0.9873226378603288
0.4899546784818693,0.5070563686044242,0.48097794411707523,0.3132082310586488,0.5175175074267697,0.5022239439095777,0.3780632019042969,0.8740287648445002
0.4747755480005001,0.5097623805737599,0.4933098622115477,0.2944539575977214,0.5321281707046115,0.48226526914283785,0.5075860023498535,0.6691596054855276
