,timestamp,master_offset,s2_freq,path_delay,timestamp_diff,adjusted_Offset,adjusted_Path_Delay,PTPts,attack_type,rolling_mean,rolling_path_delay_std,rolling_s2_freq_std,rolling_adjusted_Offset_std,attack_value
attack_value,-0.10582211474213349,0.03796338160005927,0.047572571199070955,-0.617629415059257,0.02577439161979873,-0.006440134035475422,-0.015358123314992266,0.6054512919609053,-0.3445495493753061,-0.09319619017272411,0.5429646530020837,0.030860237703922575,0.07623646851913975,1.0
attack_type,0.03881012751034972,0.020574082030084994,0.040078199319618264,0.13275709038827424,0.008366796033372556,-0.013194150921035002,0.008553075628001963,-0.1784078689156738,1.0,0.2697730091890517,-0.23649888967704905,0.5551164930544961,-0.005341462931944746,-0.3445495493753061
