Timestamp
2025-01-17 17-16-44.902
2025-01-17 17-16-45.873
2025-01-17 17-16-46.841
2025-01-17 17-16-47.813
2025-01-17 17-16-48.928
2025-01-17 17-16-49.905
2025-01-17 17-16-50.876
2025-01-17 17-16-51.849
2025-01-17 17-16-52.820
2025-01-17 17-16-53.922
2025-01-17 17-16-54.905
2025-01-17 17-16-55.866
2025-01-17 17-16-56.837
2025-01-17 17-16-57.808
2025-01-17 17-16-58.927
2025-01-17 17-16-59.894
2025-01-17 17-17-00.871
2025-01-17 17-17-01.836
2025-01-17 17-17-02.947
2025-01-17 17-17-03.917
2025-01-17 17-17-04.898
2025-01-17 17-17-05.872
2025-01-17 17-17-06.831
2025-01-17 17-17-07.807
2025-01-17 17-17-08.911
2025-01-17 17-17-09.885
2025-01-17 17-17-10.850
2025-01-17 17-17-11.825
2025-01-17 17-17-12.937
2025-01-17 17-17-13.916
2025-01-17 17-17-14.895
2025-01-17 17-17-15.859
2025-01-17 17-17-16.824
2025-01-17 17-17-17.928
2025-01-17 17-17-18.900
2025-01-17 17-17-19.872
2025-01-17 17-17-20.850
2025-01-17 17-17-21.823
2025-01-17 17-17-22.934
2025-01-17 17-17-23.922
2025-01-17 17-17-24.889
2025-01-17 17-17-25.854
2025-01-17 17-17-26.828
2025-01-17 17-17-27.930
2025-01-17 17-17-28.908
2025-01-17 17-17-29.884
2025-01-17 17-17-30.864
2025-01-17 17-17-31.831
2025-01-17 17-17-32.940
2025-01-17 17-17-33.906
2025-01-17 17-17-34.878
2025-01-17 17-17-35.842
2025-01-17 17-17-36.818
2025-01-17 17-17-37.934
2025-01-17 17-17-38.905
2025-01-17 17-17-39.886
2025-01-17 17-17-40.851
2025-01-17 17-17-41.821
2025-01-17 17-17-42.922
2025-01-17 17-17-43.902
2025-01-17 17-17-44.868
2025-01-17 17-17-45.849
2025-01-17 17-17-46.834
2025-01-17 17-17-47.822
2025-01-17 17-17-48.934
2025-01-17 17-17-49.901
2025-01-17 17-17-50.872
2025-01-17 17-17-51.848
2025-01-17 17-17-52.812
2025-01-17 17-17-53.929
2025-01-17 17-17-54.891
2025-01-17 17-17-55.861
2025-01-17 17-17-56.830
2025-01-17 17-17-57.808
2025-01-17 17-17-58.913
2025-01-17 17-17-59.884
2025-01-17 17-18-00.851
2025-01-17 17-18-01.819
2025-01-17 17-18-02.916
2025-01-17 17-18-03.889
2025-01-17 17-18-04.857
2025-01-17 17-18-05.829
2025-01-17 17-18-06.944
2025-01-17 17-18-07.909
2025-01-17 17-18-08.880
2025-01-17 17-18-09.854
2025-01-17 17-18-10.823
2025-01-17 17-18-11.946
2025-01-17 17-18-12.915
2025-01-17 17-18-13.890
2025-01-17 17-18-14.871
2025-01-17 17-18-15.840
2025-01-17 17-18-16.816
2025-01-17 17-18-17.927
2025-01-17 17-18-18.907
2025-01-17 17-18-19.883
2025-01-17 17-18-20.854
2025-01-17 17-18-21.828
2025-01-17 17-18-22.849
2025-01-17 17-18-23.812
2025-01-17 17-18-24.935
2025-01-17 17-18-25.902
2025-01-17 17-18-26.875
2025-01-17 17-18-27.841
2025-01-17 17-18-28.824
2025-01-17 17-18-29.937
2025-01-17 17-18-30.914
2025-01-17 17-18-31.886
2025-01-17 17-18-32.858
2025-01-17 17-18-33.832
2025-01-17 17-18-34.939
2025-01-17 17-18-35.907
2025-01-17 17-18-36.883
2025-01-17 17-18-37.854
2025-01-17 17-18-38.817
2025-01-17 17-18-39.925
2025-01-17 17-18-40.900
2025-01-17 17-18-41.863
2025-01-17 17-18-42.837
2025-01-17 17-18-43.943
2025-01-17 17-18-44.898
2025-01-17 17-18-45.868
2025-01-17 17-18-46.855
2025-01-17 17-18-47.816
2025-01-17 17-18-48.932
2025-01-17 17-18-49.904
2025-01-17 17-18-50.878
2025-01-17 17-18-51.845
2025-01-17 17-18-52.818
2025-01-17 17-18-53.932
2025-01-17 17-18-54.908
2025-01-17 17-18-55.886
2025-01-17 17-18-56.867
2025-01-17 17-18-57.836
2025-01-17 17-18-58.942
2025-01-17 17-18-59.904
2025-01-17 17-19-00.874
2025-01-17 17-19-01.838
2025-01-17 17-19-02.814
2025-01-17 17-19-03.936
2025-01-17 17-19-04.909
2025-01-17 17-19-05.871
2025-01-17 17-19-06.854
2025-01-17 17-19-07.827
2025-01-17 17-19-08.934
2025-01-17 17-19-09.905
2025-01-17 17-19-10.885
2025-01-17 17-19-11.861
2025-01-17 17-19-12.843
2025-01-17 17-19-13.811
2025-01-17 17-19-14.917
2025-01-17 17-19-15.873
2025-01-17 17-19-16.845
2025-01-17 17-19-17.816
2025-01-17 17-19-18.934
2025-01-17 17-19-19.899
2025-01-17 17-19-20.866
2025-01-17 17-19-21.841
2025-01-17 17-19-22.812
2025-01-17 17-19-23.933
2025-01-17 17-19-24.905
2025-01-17 17-19-25.868
2025-01-17 17-19-26.839
2025-01-17 17-19-27.948
2025-01-17 17-19-28.914
2025-01-17 17-19-29.896
2025-01-17 17-19-30.865
2025-01-17 17-19-31.827
2025-01-17 17-19-32.934
2025-01-17 17-19-33.900
2025-01-17 17-19-34.870
2025-01-17 17-19-35.838
2025-01-17 17-19-36.947
2025-01-17 17-19-37.919
2025-01-17 17-19-38.903
2025-01-17 17-19-39.878
2025-01-17 17-19-40.849
2025-01-17 17-19-41.817
2025-01-17 17-19-42.945
2025-01-17 17-19-43.915
2025-01-17 17-19-44.883
2025-01-17 17-19-45.844
2025-01-17 17-19-46.819
2025-01-17 17-19-47.931
2025-01-17 17-19-48.908
2025-01-17 17-19-49.883
2025-01-17 17-19-50.862
2025-01-17 17-19-51.831
2025-01-17 17-19-52.944
2025-01-17 17-19-53.911
2025-01-17 17-19-54.880
2025-01-17 17-19-55.858
2025-01-17 17-19-56.832
2025-01-17 17-19-57.943
2025-01-17 17-19-58.917
2025-01-17 17-19-59.880
2025-01-17 17-20-00.864
2025-01-17 17-20-01.831
2025-01-17 17-20-02.856
2025-01-17 17-20-03.822
2025-01-17 17-20-04.924
2025-01-17 17-20-05.882
2025-01-17 17-20-06.845
2025-01-17 17-20-07.830
2025-01-17 17-20-08.941
2025-01-17 17-20-09.919
2025-01-17 17-20-10.886
2025-01-17 17-20-11.863
2025-01-17 17-20-12.825
2025-01-17 17-20-13.939
2025-01-17 17-20-14.919
2025-01-17 17-20-15.890
2025-01-17 17-20-16.859
2025-01-17 17-20-17.831
2025-01-17 17-20-18.950
2025-01-17 17-20-19.926
2025-01-17 17-20-20.892
2025-01-17 17-20-21.873
2025-01-17 17-20-22.845
2025-01-17 17-20-23.822
2025-01-17 17-20-24.936
2025-01-17 17-20-25.904
2025-01-17 17-20-26.879
2025-01-17 17-20-27.843
2025-01-17 17-20-28.810
2025-01-17 17-20-29.935
2025-01-17 17-20-30.914
2025-01-17 17-20-31.886
2025-01-17 17-20-32.858
2025-01-17 17-20-33.828
2025-01-17 17-20-34.942
2025-01-17 17-20-35.918
2025-01-17 17-20-36.890
2025-01-17 17-20-37.867
2025-01-17 17-20-38.843
2025-01-17 17-20-39.816
2025-01-17 17-20-40.918
2025-01-17 17-20-41.895
2025-01-17 17-20-42.871
2025-01-17 17-20-43.833
2025-01-17 17-20-44.946
2025-01-17 17-20-45.913
2025-01-17 17-20-46.896
2025-01-17 17-20-47.864
2025-01-17 17-20-48.829
2025-01-17 17-20-49.946
2025-01-17 17-20-50.912
2025-01-17 17-20-51.880
2025-01-17 17-20-52.848
2025-01-17 17-20-53.817
2025-01-17 17-20-54.924
2025-01-17 17-20-55.901
2025-01-17 17-20-56.869
2025-01-17 17-20-57.834
2025-01-17 17-20-58.942
2025-01-17 17-20-59.901
2025-01-17 17-21-00.876
2025-01-17 17-21-01.841
2025-01-17 17-21-02.941
2025-01-17 17-21-03.908
2025-01-17 17-21-04.882
2025-01-17 17-21-05.855
2025-01-17 17-21-06.826
2025-01-17 17-21-07.938
2025-01-17 17-21-08.917
2025-01-17 17-21-09.880
2025-01-17 17-21-10.850
2025-01-17 17-21-11.817
2025-01-17 17-21-12.923
2025-01-17 17-21-13.896
2025-01-17 17-21-14.865
2025-01-17 17-21-15.848
2025-01-17 17-21-16.813
2025-01-17 17-21-17.928
2025-01-17 17-21-18.891
2025-01-17 17-21-19.864
2025-01-17 17-21-20.830
2025-01-17 17-21-21.942
2025-01-17 17-21-22.922
2025-01-17 17-21-23.899
2025-01-17 17-21-24.871
2025-01-17 17-21-25.837
2025-01-17 17-21-26.948
2025-01-17 17-21-27.909
2025-01-17 17-21-28.889
2025-01-17 17-21-29.875
2025-01-17 17-21-30.834
2025-01-17 17-21-31.808
2025-01-17 17-21-32.909
2025-01-17 17-21-33.880
2025-01-17 17-21-34.846
2025-01-17 17-21-35.824
2025-01-17 17-21-36.941
2025-01-17 17-21-37.918
2025-01-17 17-21-38.893
2025-01-17 17-21-39.863
2025-01-17 17-21-40.839
2025-01-17 17-21-41.811
2025-01-17 17-21-42.820
2025-01-17 17-21-43.941
2025-01-17 17-21-44.903
2025-01-17 17-21-45.877
2025-01-17 17-21-46.845
2025-01-17 17-21-47.827
2025-01-17 17-21-48.943
2025-01-17 17-21-49.919
2025-01-17 17-21-50.901
2025-01-17 17-21-51.881
2025-01-17 17-21-52.851
2025-01-17 17-21-53.823
2025-01-17 17-21-54.921
2025-01-17 17-21-55.895
2025-01-17 17-21-56.857
2025-01-17 17-21-57.839
2025-01-17 17-21-58.942
2025-01-17 17-21-59.911
2025-01-17 17-22-00.878
2025-01-17 17-22-01.852
2025-01-17 17-22-02.825
2025-01-17 17-22-03.945
2025-01-17 17-22-04.919
2025-01-17 17-22-05.887
2025-01-17 17-22-06.861
2025-01-17 17-22-07.840
2025-01-17 17-22-08.947
2025-01-17 17-22-09.916
2025-01-17 17-22-10.892
2025-01-17 17-22-11.857
2025-01-17 17-22-12.827
2025-01-17 17-22-13.947
2025-01-17 17-22-14.914
2025-01-17 17-22-15.892
2025-01-17 17-22-16.863
2025-01-17 17-22-17.834
2025-01-17 17-22-18.947
2025-01-17 17-22-19.918
2025-01-17 17-22-20.887
2025-01-17 17-22-21.859
2025-01-17 17-22-22.832
2025-01-17 17-22-23.946
2025-01-17 17-22-24.920
2025-01-17 17-22-25.894
2025-01-17 17-22-26.871
2025-01-17 17-22-27.862
2025-01-17 17-22-28.828
2025-01-17 17-22-29.946
2025-01-17 17-22-30.912
2025-01-17 17-22-31.892
2025-01-17 17-22-32.868
2025-01-17 17-22-34.942
2025-01-17 17-22-35.916
2025-01-17 17-22-36.892
2025-01-17 17-22-37.868
2025-01-17 17-22-38.829
2025-01-17 17-22-41.882
2025-01-17 17-22-42.849
2025-01-17 17-22-43.826
2025-01-17 17-22-44.941
2025-01-17 17-22-45.918
2025-01-17 17-22-46.892
2025-01-17 17-22-47.875
2025-01-17 17-22-48.845
2025-01-17 17-22-49.834
2025-01-17 17-22-50.941
2025-01-17 17-22-51.911
2025-01-17 17-22-52.877
2025-01-17 17-22-53.850
2025-01-17 17-22-54.826
2025-01-17 17-22-55.928
2025-01-17 17-22-56.899
2025-01-17 17-22-57.875
2025-01-17 17-22-58.838
2025-01-17 17-22-59.942
2025-01-17 17-23-00.910
2025-01-17 17-23-01.882
2025-01-17 17-23-02.833
2025-01-17 17-23-03.820
2025-01-17 17-23-04.928
2025-01-17 17-23-05.892
2025-01-17 17-23-06.856
2025-01-17 17-23-07.825
2025-01-17 17-23-08.929
2025-01-17 17-23-09.902
2025-01-17 17-23-10.879
2025-01-17 17-23-11.850
2025-01-17 17-23-12.825
2025-01-17 17-23-13.947
2025-01-17 17-23-14.911
2025-01-17 17-23-15.884
2025-01-17 17-23-16.851
2025-01-17 17-23-17.820
2025-01-17 17-23-18.933
2025-01-17 17-23-19.900
2025-01-17 17-23-20.868
2025-01-17 17-23-21.840
2025-01-17 17-23-22.811
2025-01-17 17-23-23.925
2025-01-17 17-23-24.892
2025-01-17 17-23-25.910
2025-01-17 17-23-26.882
2025-01-17 17-23-27.849
2025-01-17 17-23-28.815
2025-01-17 17-23-29.928
2025-01-17 17-23-30.899
2025-01-17 17-23-31.869
2025-01-17 17-23-32.843
2025-01-17 17-23-33.952
2025-01-17 17-23-34.924
2025-01-17 17-23-35.895
2025-01-17 17-23-36.865
2025-01-17 17-23-37.827
2025-01-17 17-23-38.943
2025-01-17 17-23-39.921
2025-01-17 17-23-40.893
2025-01-17 17-23-41.860
2025-01-17 17-23-42.840
2025-01-17 17-23-43.946
2025-01-17 17-23-44.910
2025-01-17 17-23-45.878
2025-01-17 17-23-46.854
2025-01-17 17-23-47.826
2025-01-17 17-23-48.951
2025-01-17 17-23-49.927
2025-01-17 17-23-51.867
2025-01-17 17-23-52.835
2025-01-17 17-23-53.945
2025-01-17 17-23-54.916
2025-01-17 17-23-55.876
2025-01-17 17-23-56.851
2025-01-17 17-23-57.817
2025-01-17 17-23-58.929
2025-01-17 17-23-59.899
2025-01-17 17-24-00.869
2025-01-17 17-24-01.844
2025-01-17 17-24-02.812
2025-01-17 17-24-09.882
2025-01-17 17-24-10.850
2025-01-17 17-24-11.814
2025-01-17 17-24-12.922
2025-01-17 17-24-13.894
2025-01-17 17-24-14.857
2025-01-17 17-24-15.824
2025-01-17 17-24-16.927
2025-01-17 17-24-17.894
2025-01-17 17-24-18.867
2025-01-17 17-24-19.829
2025-01-17 17-24-20.935
2025-01-17 17-24-21.909
2025-01-17 17-24-22.879
2025-01-17 17-24-23.855
2025-01-17 17-24-24.829
2025-01-17 17-24-25.949
2025-01-17 17-24-26.920
2025-01-17 17-24-27.893
2025-01-17 17-24-28.862
2025-01-17 17-24-29.842
2025-01-17 17-24-30.819
2025-01-17 17-24-31.931
2025-01-17 17-24-32.906
2025-01-17 17-24-33.885
2025-01-17 17-24-34.864
2025-01-17 17-24-35.832
2025-01-17 17-24-41.945
2025-01-17 17-24-42.919
2025-01-17 17-24-43.885
2025-01-17 17-24-44.856
2025-01-17 17-24-45.829
2025-01-17 17-24-46.928
2025-01-17 17-24-47.909
2025-01-17 17-24-48.874
2025-01-17 17-24-49.858
2025-01-17 17-24-50.836
2025-01-17 17-24-51.949
2025-01-17 17-24-52.918
2025-01-17 17-24-53.887
2025-01-17 17-24-54.862
2025-01-17 17-24-55.836
2025-01-17 17-24-56.944
2025-01-17 17-24-57.917
2025-01-17 17-24-58.886
2025-01-17 17-24-59.860
2025-01-17 17-25-00.828
2025-01-17 17-25-01.936
2025-01-17 17-25-02.911
2025-01-17 17-25-03.884
2025-01-17 17-25-04.847
2025-01-17 17-25-05.820
2025-01-17 17-25-06.914
2025-01-17 17-25-07.881
2025-01-17 17-25-08.846
2025-01-17 17-25-09.820
2025-01-17 17-25-10.928
2025-01-17 17-25-11.901
2025-01-17 17-25-12.866
2025-01-17 17-25-13.824
2025-01-17 17-25-14.946
2025-01-17 17-25-15.914
2025-01-17 17-25-16.874
2025-01-17 17-25-17.897
2025-01-17 17-25-18.869
2025-01-17 17-25-19.841
2025-01-17 17-25-20.952
2025-01-17 17-25-21.927
2025-01-17 17-25-22.890
2025-01-17 17-25-23.862
2025-01-17 17-25-24.831
2025-01-17 17-25-25.929
2025-01-17 17-25-26.907
2025-01-17 17-25-27.878
2025-01-17 17-25-28.856
2025-01-17 17-25-29.822
2025-01-17 17-25-30.948
2025-01-17 17-25-31.921
2025-01-17 17-25-32.887
2025-01-17 17-25-33.857
2025-01-17 17-25-34.829
2025-01-17 17-25-35.949
2025-01-17 17-25-36.915
2025-01-17 17-25-37.898
2025-01-17 17-25-38.873
2025-01-17 17-25-39.847
2025-01-17 17-25-40.822
2025-01-17 17-25-41.928
2025-01-17 17-25-42.902
2025-01-17 17-25-43.869
2025-01-17 17-25-44.842
2025-01-17 17-25-45.952
2025-01-17 17-25-46.921
2025-01-17 17-25-47.890
2025-01-17 17-25-48.854
2025-01-17 17-25-49.830
2025-01-17 17-25-50.945
2025-01-17 17-25-51.912
2025-01-17 17-25-52.885
2025-01-17 17-25-53.859
2025-01-17 17-25-54.822
2025-01-17 17-25-58.856
2025-01-17 17-25-59.829
2025-01-17 17-26-00.932
2025-01-17 17-26-01.902
2025-01-17 17-26-02.882
2025-01-17 17-26-03.846
2025-01-17 17-26-04.822
2025-01-17 17-26-05.926
2025-01-17 17-26-06.896
2025-01-17 17-26-07.865
2025-01-17 17-26-08.836
2025-01-17 17-26-09.934
2025-01-17 17-26-10.901
2025-01-17 17-26-11.869
2025-01-17 17-26-12.845
2025-01-17 17-26-13.817
2025-01-17 17-26-14.927
2025-01-17 17-26-15.900
2025-01-17 17-26-16.880
2025-01-17 17-26-17.847
2025-01-17 17-26-18.820
2025-01-17 17-26-19.947
2025-01-17 17-26-20.921
2025-01-17 17-26-21.898
2025-01-17 17-26-22.876
2025-01-17 17-26-23.844
2025-01-17 17-26-24.823
2025-01-17 17-26-25.927
2025-01-17 17-26-26.896
2025-01-17 17-26-27.864
2025-01-17 17-26-28.832
2025-01-17 17-26-29.955
2025-01-17 17-26-30.938
2025-01-17 17-26-31.896
2025-01-17 17-26-32.874
2025-01-17 17-26-33.853
2025-01-17 17-26-34.820
2025-01-17 17-26-35.922
2025-01-17 17-26-36.896
2025-01-17 17-26-37.861
2025-01-17 17-26-38.834
2025-01-17 17-26-39.950
2025-01-17 17-26-40.927
2025-01-17 17-26-41.889
2025-01-17 17-26-42.867
2025-01-17 17-26-43.838
2025-01-17 17-26-44.816
2025-01-17 17-26-45.923
2025-01-17 17-26-46.891
2025-01-17 17-26-47.870
2025-01-17 17-26-48.842
2025-01-17 17-26-49.814
2025-01-17 17-26-50.929
2025-01-17 17-26-51.897
2025-01-17 17-26-52.868
2025-01-17 17-26-53.832
2025-01-17 17-26-54.943
2025-01-17 17-26-55.911
2025-01-17 17-26-56.884
2025-01-17 17-26-57.870
2025-01-17 17-26-58.837
2025-01-17 17-26-59.938
2025-01-17 17-27-00.818
2025-01-17 17-27-01.925
2025-01-17 17-27-02.902
2025-01-17 17-27-03.873
2025-01-17 17-27-04.843
2025-01-17 17-27-05.953
2025-01-17 17-27-06.917
2025-01-17 17-27-07.884
2025-01-17 17-27-08.849
2025-01-17 17-27-09.821
2025-01-17 17-27-10.927
2025-01-17 17-27-11.902
2025-01-17 17-27-12.877
2025-01-17 17-27-13.839
2025-01-17 17-27-14.955
2025-01-17 17-27-15.931
2025-01-17 17-27-16.904
2025-01-17 17-27-17.878
2025-01-17 17-27-18.847
2025-01-17 17-27-19.820
2025-01-17 17-27-20.938
2025-01-17 17-27-21.908
2025-01-17 17-27-22.879
2025-01-17 17-27-23.849
2025-01-17 17-27-24.828
2025-01-17 17-27-25.943
2025-01-17 17-27-26.912
2025-01-17 17-27-27.887
2025-01-17 17-27-28.850
2025-01-17 17-27-29.827
2025-01-17 17-27-30.934
2025-01-17 17-27-31.908
2025-01-17 17-27-32.884
2025-01-17 17-27-33.861
2025-01-17 17-27-34.828
2025-01-17 17-27-35.939
2025-01-17 17-27-40.919
2025-01-17 17-27-41.896
2025-01-17 17-27-42.858
2025-01-17 17-27-43.829
2025-01-17 17-27-44.949
2025-01-17 17-27-45.925
2025-01-17 17-27-46.891
2025-01-17 17-27-47.868
2025-01-17 17-27-48.840
2025-01-17 17-27-49.946
2025-01-17 17-27-50.927
2025-01-17 17-27-51.900
2025-01-17 17-27-52.882
2025-01-17 17-27-53.845
2025-01-17 17-27-54.829
2025-01-17 17-27-55.949
2025-01-17 17-27-56.927
2025-01-17 17-27-57.906
2025-01-17 17-27-58.877
2025-01-17 17-27-59.839
2025-01-17 17-28-00.814
2025-01-17 17-28-01.921
2025-01-17 17-28-02.901
2025-01-17 17-28-03.866
2025-01-17 17-28-04.837
2025-01-17 17-28-05.956
2025-01-17 17-28-06.935
2025-01-17 17-28-07.906
2025-01-17 17-28-08.883
2025-01-17 17-28-09.856
2025-01-17 17-28-10.834
2025-01-17 17-28-11.940
2025-01-17 17-28-12.919
2025-01-17 17-28-13.896
2025-01-17 17-28-14.884
2025-01-17 17-28-15.857
2025-01-17 17-28-16.830
2025-01-17 17-28-17.936
2025-01-17 17-28-18.905
2025-01-17 17-28-19.873
2025-01-17 17-28-20.849
2025-01-17 17-28-21.821
2025-01-17 17-28-22.931
2025-01-17 17-28-23.896
2025-01-17 17-28-24.879
2025-01-17 17-28-25.855
2025-01-17 17-28-26.832
2025-01-17 17-28-27.949
2025-01-17 17-28-28.923
2025-01-17 17-28-29.888
2025-01-17 17-28-30.868
2025-01-17 17-28-31.837
2025-01-17 17-28-32.955
2025-01-17 17-28-33.925
2025-01-17 17-28-34.895
2025-01-17 17-28-35.877
2025-01-17 17-28-36.846
2025-01-17 17-28-37.950
2025-01-17 17-28-38.920
2025-01-17 17-28-39.894
2025-01-17 17-28-40.863
2025-01-17 17-28-41.828
2025-01-17 17-28-43.147
2025-01-17 17-28-43.908
2025-01-17 17-28-44.855
2025-01-17 17-28-45.910
2025-01-17 17-28-46.960
2025-01-17 17-28-48.277
2025-01-17 17-28-49.322
2025-01-17 17-28-49.941
2025-01-17 17-28-50.850
2025-01-17 17-28-52.427
2025-01-17 17-28-53.131
2025-01-17 17-28-53.894
2025-01-17 17-28-55.224
2025-01-17 17-28-56.288
2025-01-17 17-28-57.348
2025-01-17 17-28-58.394
2025-01-17 17-28-59.296
2025-01-17 17-28-59.921
2025-01-17 17-29-01.000
2025-01-17 17-29-02.049
2025-01-17 17-29-03.078
2025-01-17 17-29-03.824
2025-01-17 17-29-05.175
2025-01-17 17-29-06.215
2025-01-17 17-29-07.286
2025-01-17 17-29-07.896
2025-01-17 17-29-08.821
2025-01-17 17-29-09.881
2025-01-17 17-29-10.922
2025-01-17 17-29-11.964
2025-01-17 17-29-13.021
2025-01-17 17-29-13.942
2025-01-17 17-29-14.851
2025-01-17 17-29-15.892
