time,target,master_offset,freq,path_delay
1737105379.570453692,3912193.624,48138,70576,3016985
1737105381.074140113,3917798.213,-105614,-68735,3089630
1737105381.570537539,3917798.213,4153,9348,3033782
1737105382.570568195,3939625.057,-2552,3889,3033782
1737105383.569642963,3952951.522,38712,44387,3033782
1737105384.570593300,3983875.915,-124004,-106715,3182660
1737105385.570595031,4157661.384,-210806,-230718,3386302
1737105386.570590807,4358110.183,49868,-33286,3402483
1737105387.570614005,4401713.043,98384,30190,3402483
1737105388.570620237,4383105.787,128147,89469,3402483
1737105389.570614036,4323985.704,86964,86730,3339626
1737105390.570650664,4272928.751,40550,66405,3339626
1737105391.570639571,4201985.297,140815,178835,3209754
1737105392.570644686,4093009.382,-34566,45698,3209754
1737105393.570679577,4066185.641,10932,80827,3167020
1737105394.570675096,4025727.059,-28121,45053,3167020
1737105395.570710932,4022757.555,-61101,3637,3167020
1737105396.570694382,4025741.941,32754,79162,3095051
1737105397.570706978,3991475.675,-27751,28483,3095051
1737105398.570725216,3946100.092,133580,181488,2960140
1737105399.570636480,3867222.565,-147327,-59345,3095051
1737105400.570720772,3971213.444,-152937,-109153,3167020
1737105401.570669834,4081661.327,-14020,-16117,3166009
1737105402.570760961,4116611.957,25470,19167,3166009
1737105403.570798726,4144786.745,-40918,-39580,3265140
1737105404.570812247,4224999.371,-65237,-76174,3349658
1737105405.570808504,4249055.581,223580,193072,3156846
1737105406.570857575,4119100.858,45638,82204,3156846
1737105407.570833290,4074057.551,6755,57012,3156846
1737105408.570826423,3989293.401,193396,245680,2950799
1737105409.570879949,3881801.155,-222574,-112272,3156846
1737105410.570857907,4021778.947,-149862,-106332,3156846
1737105411.570864991,4126178.252,-1270,-2698,3176714
1737105412.570889992,4148055.263,33206,31397,3176714
1737105413.570898174,4145067.444,26923,35075,3193573
1737105414.570901962,4132621.056,41548,57777,3193573
1737105415.570440598,3997737.866,379595,408289,3193573
1737105416.570915089,3833357.838,-439956,-297384,3250385
1737105417.570959695,4104282.937,-123800,-113215,3250385
1737105418.570918411,4301465.421,-266067,-292622,3561445
1737105419.570411236,4347277.816,722721,616346,3250385
1737105420.570925222,3995156.765,-267220,-156778,3250385
1737105421.570452317,4098085.773,86953,117229,3466328
1737105422.570925480,4168314.332,-458978,-402616,3541322
1737105423.570953839,4478012.706,81854,522,3466328
1737105424.570495375,4371920.652,501625,444849,3466328
1737105425.570511302,4049762.128,44571,138283,3466328
1737105426.570503657,3969786.368,-63344,43739,3466328
1737105427.570438792,3982589.286,-133016,-44936,3526635
1737105428.570547175,4076907.566,-158335,-110160,3639522
1737105429.570997553,4317019.442,-441446,-440771,3694808
1737105430.570514205,4583000.172,362689,230930,3689517
1737105431.570461596,4403519.565,181669,158717,3689517
1737105432.570522598,4328540.638,-50995,-19447,3811190
1737105433.570533405,4369625.286,-9803,6447,3811190
1737105434.570927398,4484533.581,-309081,-295772,3772346
1737105435.570525348,4635109.547,357992,278577,3772346
1737105436.570370470,4408936.414,175196,203178,3714138
1737105437.570595743,4279021.834,-21151,59390,3714138
1737105438.570614880,4248835.108,-13789,60407,3714138
1737105439.570487234,4161597.667,175229,245288,3432795
1737105440.570571864,3988602.985,-17810,104818,3439252
1737105441.570391022,3983502.804,-242597,-125312,3598182
1737105442.570653441,4113235.718,-87526,-43020,3598182
1737105443.570658482,4172039.474,-16171,2077,3598182
1737105444.570679016,4119360.812,251580,264976,3349965
1737105445.570620741,3964260.35,-87456,1414,3457501
1737105446.570596029,3986331.236,-41346,21288,3457501
1737105447.570631530,3997245.942,-37643,12587,3457501
1737105448.570695294,4077907.051,-235229,-196292,3674137
1737105449.570664104,4164059.268,293417,261785,3349965
1737105450.570724529,3964206.942,99123,155516,3349965
1737105451.570693337,3866871.796,-24411,61719,3298201
1737105452.570767439,3842778.419,-43498,35309,3298201
1737105453.570803623,3882312.014,-178721,-112963,3418646
1737105454.570800364,4035052.012,-158587,-146446,3529826
1737105455.570804895,4162244.854,49037,13602,3529826
1737105456.570806328,4177281.15,37392,16668,3529826
1737105457.570798620,4184337.203,45357,35851,3529826
1737105458.570866059,4168095.639,64434,68535,3529826
1737105459.570707300,4104516.026,125767,149198,3402591
1737105460.570783820,4002267.449,31097,92258,3402591
1737105461.570663595,3963717.334,-57210,13280,3402591
1737105462.571288097,4162753.089,-639739,-586412,3616210
1737105463.571316245,4645521.864,-10799,-149393,3616210
1737105464.571346566,4730359.261,301908,160074,3488975
1737105465.571242823,4605680.664,192182,140920,3488975
1737105466.571350527,4499664.438,116984,123377,3410140
1737105467.571369546,4425107.682,18672,60160,3410140
1737105468.571354331,4334622.082,209640,256730,3200694
1737105469.570515356,4198196.077,-150183,-40201,3339534
1737105470.570539774,4264473.765,-93680,-28753,3339534
1737105471.570538345,4341766.77,-127652,-90829,3427248
1737105472.570495410,4456989.941,-72455,-73928,3504595
1737105473.570531304,4442138.616,336588,313379,3193449
1737105474.570517498,4214120.822,52878,130645,3193449
1737105475.570858746,4024092.978,327838,421469,3193449
1737105476.570912328,3738784.922,-119348,72634,3193449
1737105477.570786390,3697863.683,-90615,65563,3193449
1737105478.570979120,3714682.551,-236090,-107097,3307375
1737105479.570901154,3839356.253,-126185,-68019,3307375
1737105480.570904129,3936240.165,-86131,-65820,3335932
1737105481.570911487,3997087.632,52490,46961,3335932
1737105482.570957037,3895339.531,312299,322517,3058812
1737105483.570963711,3649751.03,63563,167471,3025859
1737105484.570931621,3570348.398,-146605,-23628,3054416
1737105485.570930466,3624476.327,-105793,-26798,3054416
1737105486.570919597,3696623.285,-125744,-78487,3145147
1737105487.570843149,3757292.735,66500,76034,3063212
1737105488.570924116,3724241.644,2572,32056,3090425
1737105489.571052265,3721870.423,1253,31509,3090425
1737105490.571087584,3705212.054,48733,79365,3090425
1737105491.570952665,3726496.281,-198046,-152794,3208546
1737105492.571040863,3866090.717,770,-13392,3208546
1737105493.571064978,3894738.73,47030,33099,3208546
1737105494.571068363,3888354.453,41999,42177,3198683
1737105495.571061101,3871025.858,44554,57332,3198683
1737105496.571099591,3854352.47,-5284,20860,3198683
1737105497.571124846,3853750.914,26393,50952,3181601
1737105498.571101057,3843950.492,-19627,12849,3198683
1737105499.571086089,3869428.776,-42633,-16045,3251511
1737105500.571089110,3909592.635,-12352,1446,3251511
1737105501.571062522,3904020.005,100951,111044,3181601
1737105502.571116543,3863949.851,-64768,-24390,3251511
1737105503.571599432,4051163.33,-481337,-460389,3349147
1737105504.571599785,4435220.81,8852,-114601,3331570
1737105505.571626593,4528331.276,172978,52180,3331570
1737105506.571614371,4508487.643,111683,42779,3361246
1737105507.571501552,4494039.531,81869,46470,3361246
1737105508.571645622,4460663.409,110842,100003,3361246
1737105509.571637024,4488352.621,-243859,-221445,3594502
1737105510.571654233,4686120.481,3165,-47579,3594502
1737105511.571620159,4733171.854,100401,50607,3594502
1737105512.570766379,4641421.11,300641,280967,3388034
1737105513.570853304,4420262.185,111196,181714,3317674
1737105514.571197634,4194042.772,318994,422871,3317674
1737105515.571203429,3901554.952,-106134,93441,3338193
1737105516.571200741,3819388.101,-15115,152620,3197520
1737105517.571231000,3735602.45,-138937,24264,3197520
1737105518.571231142,3755271.396,-144431,-22912,3197520
1737105519.571135887,3802786.785,-85332,-7142,3197520
1737105520.571245243,3832486.499,-37288,15303,3197520
1737105521.571148800,3811091.403,89670,131074,3075301
1737105522.571270184,3732925.206,-13682,54623,3075301
1737105523.571239831,3711866.419,-23013,41188,3110975
1737105524.571302966,3768183.955,-237713,-180416,3276811
1737105525.571312830,3940323.079,-43579,-57596,3276811
1737105526.571309397,4007195.366,35225,8134,3276811
1737105527.571295289,4019302.298,54648,38125,3276811
1737105528.571342537,3997341.049,81527,81398,3276811
1737105529.571296884,3976163.312,-43173,-18844,3323430
1737105530.571283251,4077035.281,-201469,-190092,3583280
1737105531.571326083,4261091.449,-25460,-74524,3583280
1737105532.571333549,4337594.108,71737,15035,3583280
1737105533.571366245,4338965.977,92724,57544,3583280
1737105534.571357492,4302243.427,93060,85697,3521844
1737105535.571349502,4107825.629,515083,535638,3046945
1737105536.571359894,3712089.474,671,175751,3042045
1737105537.571326356,3604556.839,-125549,49732,3042045
1737105538.571384733,3576361.289,-62087,75529,2975441
1737105539.571175069,3556389.861,-128172,-9182,2975441
1737105540.571389861,3632070.359,-210042,-129503,3092390
1737105541.571453992,3756962.397,-36198,-18672,3092390
1737105542.571434081,3799920.267,-8425,-1758,3092390
1737105543.575487141,3843696.543,-47186,-43047,3165806
1737105544.571453091,3905026.087,3407,-6610,3184450
1737105545.571483782,3936950.229,15985,6990,3184450
1737105546.571466738,3948426.921,47049,42850,3199355
1737105547.571947754,4043792.143,-321304,-311388,3199355
1737105548.571934447,4313398.019,7234,-79242,3190333
1737105549.571956261,4394162.832,96279,11974,3190333
1737105550.571990028,4404544.279,90666,35244,3190333
1737105551.571927274,4382153.076,117743,89521,3199355
1737105552.575539924,4330852.803,53633,60734,3190333
1737105553.571981382,4302753.374,27291,50482,3193407
1737105554.571979292,4285556.527,6748,38126,3193407
1737105555.572001999,4288463.272,-32866,537,3193407
1737105556.572013111,3961643.355,1135117,1158660,3064117
1737105557.575577903,3384453.719,-1021929,-657851,3064117
1737105558.571557011,3777253.377,240493,297992,2896213
1737105559.571514850,3659488.616,-320996,-191349,3188211
1737105560.571549626,3842904.291,-103216,-69868,3188211
1737105561.571470611,3939928.065,-64683,-62300,3249649
1737105562.571650510,3988503.431,95160,78139,3249649
1737105563.571621871,4006476.727,-149820,-138293,3341218
1737105564.571617059,4148138.158,-20022,-53441,3417366
1737105565.571601008,4266351.259,-128722,-168148,3644093
1737105566.571647039,4420468.335,51389,-26654,3644093
1737105567.571545973,4460335.011,88906,26280,3644093
1737105568.571595378,4450544.831,104527,68573,3644093
1737105569.571562387,4357795.824,247554,242958,3439641
1737105570.610654256,4093662.014,361439,431109,3148254
1737105571.571548625,3776051.188,-19989,158113,3148254
1737105572.571533277,3660189.758,-55456,116649,3010929
1737105573.571660823,3603067.101,-136244,19224,3010929
1737105574.571656258,3621870.366,-123059,-8464,3010929
1737105575.571605584,3677645.595,-143909,-66232,3016822
1737105576.571669452,3780705.357,-124546,-90041,3122619
1737105577.575630422,3897372.941,-77786,-80645,3188288
1737105578.575690906,3975088.828,52111,25916,3188288
1737105579.575609122,3985267.441,14777,4215,3205407
1737105580.571671977,3992957.875,67369,61241,3205407
1737105582.400715308,3941482.29,554,14636,3205407
1737105582.571723195,3941482.29,33852,48100,3205407
1737105583.571710605,3929584.248,1945,26349,3219213
1737105584.575753787,3958775.057,-84220,-59232,3209163
1737105585.575728532,4014681.127,48899,48621,3209163
1737105586.571720353,4012474.142,-20648,-6257,3232213
1737105587.571734297,4024179.698,63538,71735,3214842
1737105588.571749841,3941475.458,175616,202874,3078889
1737105589.571698194,3789048.134,54979,134922,3005747
1737105590.571716747,3708436.157,-41917,54520,3005747
1737105591.571729562,3748820.652,-241158,-157296,3187769
1737105592.571725459,3904356.865,-67617,-56103,3187769
1737105593.571703450,3943566.392,102936,94165,3114627
1737105594.571702428,3918622.085,-56647,-34537,3187769
1737105595.572199316,4073915.771,-335902,-330786,3187769
1737105596.606685345,4268273.867,371427,275772,3187769
1737105597.572223616,4152921.468,-165181,-149408,3114627
1737105598.572213555,4386445.881,-293133,-326914,3437173
1737105599.575795072,4570109.168,362578,240857,3114627
1737105600.572246844,4389765.539,152855,139908,3114627
1737105601.572248251,4268053.008,143566,176475,3034966
1737105602.575807785,4120034.039,103735,179714,2881695
1737105603.572252115,3989287.357,9335,116434,2855196
1737105604.575810736,3929346.193,-82109,27791,2855196
1737105605.571453499,3932432.12,-61998,23269,2789210
1737105606.575866840,3818594.007,350098,416766,2789210
1737105607.575591970,3518289.588,-40002,131695,2789210
1737105608.571833702,3421565.561,-45812,113885,2789210
1737105609.571815376,3394273.008,-216567,-70614,2789210
1737105610.571817687,3496968.321,-160042,-79059,2814094
1737105611.575879314,3591258.352,-65385,-32415,2831005
1737105612.571811888,3634666.133,13943,27298,2831005
1737105613.571888582,3685184.785,-146481,-128943,2984803
1737105614.571896689,3799567.849,39829,13422,2984803
1737105615.571895626,3805814.158,59586,45128,2984803
1737105616.571909498,3790877.572,39409,42827,2984803
1737105617.571913300,3771376.144,47463,62704,2952649
1737105619.405910096,3736909.211,6136,35615,2952649
1737105619.571877099,3736909.211,-57487,-26167,2981053
1737105620.571764241,3778094.494,6469,20543,2981053
1737105621.571899270,3785478.843,9516,25531,3024775
1737105622.571898957,3813909.195,-72443,-53573,3067182
1737105623.571919887,3894493.189,-42772,-45635,3144907
1737105624.571923034,3958627.689,5530,-10165,3144907
1737105625.575967187,3988195.62,36838,22802,3152220
1737105626.575963944,3989291.381,44047,41063,3152220
1737105627.575982764,3977135.865,32650,42880,3152220
1737105628.575840639,4066640.682,-314009,-293984,3498311
1737105629.575949192,4386098.741,-206971,-281149,3676875
1737105630.571873439,4620622.309,101245,-35024,3757412
1737105631.575968207,4638348.925,224281,118385,3631674
1737105632.576019259,4559213.077,124850,86238,3631674
1737105633.576014866,4502678.8,86586,85429,3631674
1737105634.576049523,4457778.019,24305,49124,3631674
1737105635.576041123,4424884.153,60354,92465,3551137
1737105636.576030125,4368711.081,19852,70069,3551137
1737105637.576005229,4362369.227,-98335,-42162,3631674
1737105638.572031720,4402583.829,32720,59392,3631674
1737105639.575976537,4328808.783,166439,202927,3376771
1737105640.576052105,4189955.206,3103,89523,3376771
1737105641.575889453,4170860.304,-131884,-44533,3452463
1737105642.576062211,4219042.563,-7851,39934,3452463
1737105643.572047514,4238789.684,-103157,-57727,3524853
1737105644.576035526,4317661.156,-45051,-30568,3524853
1737105645.576082701,4364439.158,11822,12790,3524853
1737105646.576083610,4447993.189,-210772,-206258,3765564
1737105647.575927954,4626218.021,40574,-18143,3438271
1737105648.576118193,4659455.378,75437,28892,3438271
1737105649.576108425,4464525.903,692746,668832,3143873
1737105650.576100782,3923771.786,161318,345228,3035386
1737105651.576088385,3801949.542,-520767,-288462,3035386
1737105652.576073604,4061177.298,-172959,-96884,2985877
1737105653.576114424,4158251.6,-25507,-1320,2985877
1737105654.576123631,4065217.578,386700,403235,2985877
1737105655.576309867,3779472.54,-17277,115268,2985877
1737105656.576137176,3732251.832,-138160,-10798,3035386
1737105657.572107228,3785081.579,-137300,-51386,3089606
1737105658.572105354,3903931.439,-218717,-173993,3317167
1737105659.572120409,4088461.939,-92259,-113150,3317167
1737105660.572107870,4239469.794,-91822,-140391,3450069
1737105661.572144117,4360142.89,94317,18202,3450069
1737105662.572146525,4360040.409,102590,54770,3450069
1737105663.572154356,4337805.524,61813,44770,3450069
1737105664.572084508,4254884.096,261189,262690,3276910
1737105665.572165459,4080827.789,-8119,71739,3227950
1737105666.572163714,4035764.403,3205,80627,3227950
1737105667.572166988,3989398.055,-13304,65079,3172876
1737105668.572142260,3975122.941,-78122,-3730,3227950
1737105669.572147602,3992777.606,-4682,46274,3136106
1737105670.572087349,3941397.197,107932,157483,2992032
1737105671.572148684,3829689.188,22937,104868,2992032
1737105672.572126794,3851984.497,-298436,-209624,3275675
1737105673.572174400,3945186.985,260687,259968,2992032
1737105674.576191096,3769851.28,2437,79924,2933790
1737105675.576194842,3736296.968,-53450,24768,2933790
1737105676.576135662,3750019.966,-66854,-4671,2954699
1737105677.576255050,3819231.416,-161152,-119025,3072145
1737105678.576254552,3927882.434,17041,10822,3072145
1737105679.576236138,3951548.011,-4471,-5577,3072145
1737105680.576125318,3971101.362,47337,44889,3072145
1737105681.576211752,3988335.68,-73343,-61590,3182846
1737105682.576236309,4062788.14,2774,-7476,3182846
1737105683.576233034,4078881.121,69907,60490,3182846
1737105684.576243472,4118823.994,-182476,-170921,3384978
1737105685.576242686,4303153.648,-75434,-118622,3446312
1737105686.576236470,4402803.318,105224,39406,3446312
1737105687.576238062,4367685.441,155783,121532,3378240
1737105688.576236094,4254721.383,177132,189616,3378240
1737105689.576232099,4160410.339,-90660,-25037,3378240
1737105690.576105096,4163030.592,105589,144014,3215654
1737105691.576245137,4068754.346,7843,77945,3215654
1737105692.576296860,4037001.715,-48970,23485,3215654
1737105693.576330181,4040303.8,-25515,32249,3215654
1737105694.576317788,4045857.609,-45004,5106,3215654
1737105695.576376945,4067388.17,-22240,14368,3215654
1737105696.576337985,4079709.211,-6510,23426,3215654
1737105697.576348220,4024196.167,195925,223908,3013817
1737105698.576348332,3865858.188,19499,106260,3013817
1737105699.576315418,3796961.191,-12059,80552,2942454
1737105700.576320552,3810570.709,-218888,-129895,3112767
1737105701.576191022,3938603.728,-51314,-27988,3112767
1737105702.576219019,4005480.598,-66537,-58605,3112767
1737105703.576247391,4043901.247,115016,102987,3112767
1737105704.576275877,3992665.904,7974,30450,3112767
1737105705.576339852,3988684.527,15373,40241,3112767
1737105706.576346482,4079047.848,-318349,-288869,3058155
1737105707.576354231,4159928.629,550076,484051,2859394
1737105708.576355316,3785815.907,122818,221816,2859394
1737105709.576204275,3738517.318,-385261,-249417,2815067
1737105710.576362072,3863963.427,229138,249403,2815067
1737105711.576209755,3682505.775,35266,124273,2815067
1737105712.576362773,3685463.992,-292893,-193307,3010879
1737105713.576337827,3844050.824,3523,15242,3010879
1737105714.576387904,3914425.435,-180035,-167260,3144282
1737105715.576362021,4065892.726,21105,-20130,3144282
1737105716.576425518,4129302.198,-30134,-65038,3245192
1737105717.572411204,4170529.449,150021,106077,3144282
1737105718.576425570,4096050.835,98061,99124,3144282
1737105719.572425375,4155686.786,-346413,-315932,3506970
1737105720.572371549,4430303.58,-15307,-88750,3506970
1737105721.572420127,4510076.167,112851,34816,3506970
1737105722.572421023,4380843.822,476908,432728,3144282
1737105723.572421754,4102452.266,-67208,31685,3288443
1737105724.572422998,4097157.323,-37106,41624,3267762
1737105725.572417021,4025908.924,163598,231196,3000310
1737105726.572436066,3865657.308,-18530,98148,3002660
1737105727.572397794,3886104.176,-298562,-187443,3214756
1737105728.572392166,4057684.211,-63680,-42130,3214756
1737105729.572443727,4127821.821,-39836,-37390,3234721
1737105730.572443022,4175793.936,32725,23220,3234721
1737105731.572428112,4175571.845,43700,44013,3234721
1737105732.572430474,4220478.271,-160043,-146620,3423956
1737105733.576705965,4281210.43,262927,228337,3186653
1737105734.576587162,2858730.426,4142032,4186320,3186653
1737105735.576504612,944926.2014,-4337504,-3050606,3430218
1737105736.576534970,3404531.693,-1049788,-1064142,3186653
1737105737.576636414,2979560.011,4181333,3852043,3186653
1737105738.576553656,1793546.281,-5585536,-4660426,5036194
1737105739.576549524,5552713.501,-930319,-1680870,5036194
1737105740.576285254,6822908.638,782523,-247124,5036194
