SELECT DEVICE: TDC7201
SELECT TDCx: TDC1
TDC GRAPH SELECT: ACTIVE TDCx
Start_to_Stop1, Start_to_Stop2, Start_to_Stop3,  Start_to_Stop4, Start_to_Stop5, Delta_TOF
3764240.560641,126.430206,126.430206,126.430206,126.430206
3597347.629409,13.742556,13.742556,13.742556,13.742556
3325784.127348,41.513972,41.513972,41.513972,41.513972
3400714.645309,35.926773,35.926773,35.926773,35.926773
3778665.675057,94.851259,94.851259,94.851259,94.851259
3914949.977106,48.134158,48.134158,48.134158,48.134158
3926111.549908,126.717033,126.717033,126.717033,126.717033
3881944.215821,116.598080,116.598080,116.598080,116.598080
3809497.195513,10.588370,10.588370,10.588370,10.588370
3649017.734554,100.800915,100.800915,100.800915,100.800915
3797687.442818,80.397987,80.397987,80.397987,80.397987
3759631.696429,17.799908,17.799908,17.799908,17.799908
4000608.752860,29.176201,29.176201,29.176201,29.176201
4107510.578683,81.941903,81.941903,81.941903,81.941903
3996263.386728,82.894737,82.894737,82.894737,82.894737
3780773.627002,34.610984,34.610984,34.610984,34.610984
4060528.819762,28.762580,28.762580,28.762580,28.762580
4115770.471180,76.223696,76.223696,76.223696,76.223696
4145021.614822,122.827081,122.827081,122.827081,122.827081
4151724.599542,66.590389,66.590389,66.590389,66.590389
4200532.093822,109.267735,109.267735,109.267735,109.267735
4170688.415751,109.832875,109.832875,109.832875,109.832875
4108635.297483,122.025172,122.025172,122.025172,122.025172
3967426.739927,94.322344,94.322344,94.322344,94.322344
3660246.395881,98.112128,98.112128,98.112128,98.112128
3590392.219680,66.704805,66.704805,66.704805,66.704805
3616353.937729,120.020604,120.020604,120.020604,120.020604
3787433.295195,101.258581,101.258581,101.258581,101.258581
4136496.624714,79.691076,79.691076,79.691076,79.691076
4220864.016018,46.338673,46.338673,46.338673,46.338673
4194043.058097,65.530650,65.530650,65.530650,65.530650
4147166.895604,75.148810,75.148810,75.148810,75.148810
4118405.578418,28.063557,28.063557,28.063557,28.063557
4129844.750686,111.848124,111.848124,111.848124,111.848124
4119998.685414,94.535894,94.535894,94.535894,94.535894
4111849.713959,18.592677,18.592677,18.592677,18.592677
3989832.474817,28.903388,28.903388,28.903388,28.903388
3785725.171625,101.659039,101.659039,101.659039,101.659039
3918408.924485,104.233410,104.233410,104.233410,104.233410
3838533.997253,61.870421,61.870421,61.870421,61.870421
4096207.265446,28.089245,28.089245,28.089245,28.089245
4215157.650961,85.601555,85.601555,85.601555,85.601555
4266263.494968,118.252516,118.252516,118.252516,118.252516
4166099.096523,18.584172,18.584172,18.584172,18.584172
4150283.981693,46.109840,46.109840,46.109840,46.109840
3960677.450756,41.628493,41.628493,41.628493,41.628493
3688671.588828,127.232143,127.232143,127.232143,127.232143
3898622.252747,95.581502,95.581502,95.581502,95.581502
3823159.455128,118.418040,118.418040,118.418040,118.418040
4096569.622426,122.139588,122.139588,122.139588,122.139588
4124259.324943,10.526316,10.526316,10.526316,10.526316
3739551.945080,41.533181,41.533181,41.533181,41.533181
3469923.627002,7.608696,7.608696,7.608696,7.608696
4053424.736722,9.844322,9.844322,9.844322,9.844322
4360148.627002,39.759725,39.759725,39.759725,39.759725
4486940.617849,95.995423,95.995423,95.995423,95.995423
4123333.085544,65.187557,65.187557,65.187557,65.187557
4096376.829826,78.225069,78.225069,78.225069,78.225069
3836753.147894,18.143315,18.143315,18.143315,18.143315
3640460.258463,128.716834,128.716834,128.716834,128.716834
3509481.799451,36.458333,36.458333,36.458333,36.458333
3844399.577046,48.125286,48.125286,48.125286,48.125286
3917002.518315,118.303571,118.303571,118.303571,118.303571
3848829.826167,10.178408,10.178408,10.178408,10.178408
4347153.559982,67.021520,67.021520,67.021520,67.021520
4675893.281536,73.811700,73.811700,73.811700,73.811700
4518189.101098,115.279048,115.279048,115.279048,115.279048
4603401.029748,12.414188,12.414188,12.414188,12.414188
4533354.452839,13.392857,13.392857,13.392857,13.392857
4573373.970723,102.184355,102.184355,102.184355,102.184355
4425190.557842,61.785551,61.785551,61.785551,61.785551
4164320.734218,42.772187,42.772187,42.772187,42.772187
3458014.117513,114.311843,114.311843,114.311843,114.311843
3157357.845380,11.093321,11.093321,11.093321,11.093321
3808445.455586,76.636905,76.636905,76.636905,76.636905
3955499.828375,121.681922,121.681922,121.681922,121.681922
3831948.569794,32.151030,32.151030,32.151030,32.151030
3988517.391304,113.043478,113.043478,113.043478,113.043478
3942019.688645,85.164835,85.164835,85.164835,85.164835
3947382.894737,64.588101,64.588101,64.588101,64.588101
4008406.736048,44.487649,44.487649,44.487649,44.487649
3983224.268070,24.073651,24.073651,24.073651,24.073651
3885948.946886,103.594322,103.594322,103.594322,103.594322
3868845.150961,49.862763,49.862763,49.862763,49.862763
3699667.505721,92.620137,92.620137,92.620137,92.620137
3449791.209419,7.544582,7.544582,7.544582,7.544582
3762278.032037,120.251716,120.251716,120.251716,120.251716
3889006.575938,27.161482,27.161482,27.161482,27.161482
3932063.616583,81.138342,81.138342,81.138342,81.138342
3909706.390032,89.791952,89.791952,89.791952,89.791952
3834681.693364,129.919908,129.919908,129.919908,129.919908
3773152.943197,129.466331,129.466331,129.466331,129.466331
3756622.138278,70.283883,70.283883,70.283883,70.283883
3771504.460201,31.621683,31.621683,31.621683,31.621683
3763002.916285,117.966606,117.966606,117.966606,117.966606
3768198.468921,55.301645,55.301645,55.301645,55.301645
3735823.650503,122.255261,122.255261,122.255261,122.255261
3707445.644719,37.608596,37.608596,37.608596,37.608596
3713009.492223,77.710430,77.710430,77.710430,77.710430
3753345.907636,47.267947,47.267947,47.267947,47.267947
3743084.705075,80.189758,80.189758,80.189758,80.189758
3684413.311985,121.740622,121.740622,121.740622,121.740622
3721662.625801,116.651418,116.651418,116.651418,116.651418
3731606.701738,48.947850,48.947850,48.947850,48.947850
3777775.171625,101.544622,101.544622,101.544622,101.544622
3792624.084668,9.153318,9.153318,9.153318,9.153318
3879119.913123,87.448560,87.448560,87.448560,87.448560
4042865.842491,71.886447,71.886447,71.886447,71.886447
4259837.317017,87.488564,87.488564,87.488564,87.488564
4307644.574176,107.257326,107.257326,107.257326,107.257326
4257302.059497,44.279176,44.279176,44.279176,44.279176
