Seconds_sin,Seconds_cos,master_offset,freq,path_delay,OT
-0.8076713070130751,-0.589632987397916,114257,105539,3659780,3553094.636
-0.8077141844835987,-0.5895742499329454,32515,58074,3659780,3536573.96
-0.8077570585385146,-0.589515508177017,6443,41756,3659780,3578573.661
-0.8077999179401448,-0.5894567775298672,-186463,-149217,3845441,3519437.872
-0.8078427917910485,-0.5893980181093629,-47038,-65731,3845441,3513128.202
-0.8078856492880153,-0.5893392721297995,155015,122211,3815512,3582928.351
-0.8079285069341293,-0.5892805169723403,146962,160662,3675890,3562586.877
-0.8079713587823986,-0.5892217607890297,257471,315260,3454246,3567209.268
-0.8080141948737858,-0.5891630172392593,-53986,81044,3454246,3590606.619
-0.8080570505370532,-0.5891042378708187,-146075,-27241,3551334,3550903.661
-0.8080998883592377,-0.5890454739948244,-116135,-41123,3551334,3542389.181
-0.8081427236843122,-0.5889867045664966,-3457,36714,3509085,3542408.566
-0.8081855530578649,-0.5889279343252052,-14886,24248,3509085,3519577.803
-0.808228376469208,-0.5888691632866746,11228,45897,3509085,3562711.305
-0.8082712001010716,-0.5888103829648162,103757,141794,3380156,3589350.973
-0.8083140192387827,-0.5887515998297116,31394,100558,3380156,3618565.416
-0.808356828007834,-0.5886928219480113,-35118,43464,3380156,3628083.124
-0.8083996416640686,-0.5886340283719634,-44979,23068,3339265,3621268.87
-0.8084424370514985,-0.5885752509018994,-165681,-111128,3460017,3584257.834
-0.8084852467034045,-0.5885164448534427,-26392,-21543,3460017,3619088.975
-0.808528043379313,-0.5884576476427337,207128,204059,3334612,3635581.081
-0.808570833292599,-0.5883988507369062,-144319,-85249,3460017,3631579.047
-0.8086136210769141,-0.5883400477690438,-42508,-26734,3498122,3622215.748
-0.8086563917162778,-0.5882812593788875,69325,72347,3419602,3599663.33
-0.8086991831699566,-0.5882224333874432,32175,55994,3419602,3655979.748
-0.8087419564709828,-0.5881636233595945,-5302,28170,3439118,3651292.296
-0.8087847264149278,-0.5881048089566436,-266281,-234400,3659179,3633248.34
-0.8088274941398359,-0.5880459886126881,45445,-2558,3659179,3653030.092
-0.8088702451298484,-0.5879871822953108,55288,20918,3659179,3685610.762
-0.8089130131987289,-0.5879283434890286,-221556,-239339,3971622,3788720.208
-0.8089557669735479,-0.587869515352037,322532,238282,3679491,3906817.849
-0.8089985158463334,-0.587810684964496,125482,137991,3679491,3897323.136
-0.8090412609659661,-0.5877518507453631,13485,63639,3679491,3827322.54
-0.8090839922663514,-0.5876930265524193,49865,104064,3574662,3792066.16
-0.8091267391237464,-0.5876341719428617,-236527,-167368,3803369,3777339.792
-0.8091694711549201,-0.5875753287459123,-22759,-24558,3803369,3930030.407
-0.8092121961613988,-0.5875164862228512,318624,309997,3536580,4036258.692
-0.8092549217994075,-0.5874576338285467,10567,97527,3536580,3968673.455
-0.8092976366505673,-0.5873987872917396,67137,157267,3385247,3842408.883
-0.809340355543679,-0.5873399261828123,-783,109489,3385247,3577135.407
-0.8093830663290958,-0.587281067240985,-173140,-63103,3455897,3493839.032
-0.8094257717954586,-0.5872222066248228,-222288,-164193,3580140,3535737.591
-0.8094684720084405,-0.5871633442444449,-38677,-47269,3580140,3604223.925
-0.8095111615249535,-0.5871044876055033,54268,34073,3580140,3607225.194
-0.8095538646307986,-0.5870456032211966,53581,49667,3580140,3610533.238
-0.8095965519572654,-0.5869867315867598,70280,82440,3580140,3596782.265
-0.8096392392421006,-0.5869278509999953,123889,157133,3455897,3497105.73
-0.8096819212613416,-0.5868689686655298,-23171,47240,3455897,3420225.801
-0.809724588598095,-0.5868100975781226,-39081,24378,3455897,3398337.449
-0.8097672680286574,-0.5867512007907649,-175477,-123742,3609571,3401762.626
-0.8098099333451306,-0.5866923144677754,-23985,-24893,3609571,3524136.894
-0.8098525979834048,-0.5866334200670208,-261246,-269350,3925860,3586954.161
-0.8098952574867394,-0.5865745237397275,-83377,-169854,4006449,3442414.359
-0.809937903371048,-0.5865156372023776,134220,22729,4006449,3518082.228
-0.8099805641129942,-0.5864567211305499,319401,248176,3831145,3581908.551
-0.8100232012573424,-0.5863978286324114,96461,121057,3831145,3552071.142
-0.8100658506134489,-0.5863389102472302,-7483,46051,3831145,3523117.798
-0.8101084888296067,-0.5862799982314004,112662,163951,3691997,3520456.447
-0.8101511205131916,-0.5862210862219305,-10600,74488,3691997,3748852.938
-0.8101937527795988,-0.5861621643853434,26407,108315,3596772,3811791.972
-0.8102363782182989,-0.586103242962956,8649,98479,3596772,3823266.819
-0.8102789981499797,-0.586044320130368,-118161,-25736,3596772,4056835.984
-0.8103216132729728,-0.5859853949226778,137093,194069,3422604,3912019.785
-0.8103642166278417,-0.5859264769654504,-35305,62799,3422604,3789748.799
-0.8104068326374032,-0.5858675324803483,-179071,-91558,3536803,3745355.844
-0.8104494351548592,-0.5858085976299507,30421,64212,3447419,3675937.357
-0.8104920372576306,-0.5857496543251012,192303,235221,3272918,3836110.146
-0.8105346319114283,-0.585690712298057,-53606,47003,3272918,3909067.189
-0.8105772206542504,-0.5856317694220752,-71279,13248,3260883,3673117.041
-0.810619808577371,-0.5855728186502395,-114127,-50984,3333221,3576327.675
-0.8106623876459087,-0.5855138711048906,2660,31565,3333221,3456261.384
-0.8107049690328244,-0.5854549113172484,-37974,-8271,3333221,3369592.006
-0.8107475420120414,-0.585395954138251,87064,105375,3262395,3438851.12
-0.8107901008744858,-0.5853370074785476,110,44540,3262395,3618737.746
-0.8108326658677275,-0.5852780432938127,79832,124295,3172060,3710866.01
-0.8108752381541504,-0.5852190599668212,-93338,-24925,3275710,3716885.922
-0.8109177880879036,-0.5851600985735629,-203931,-163520,3413636,3698524.611
-0.810960345465859,-0.5851011178265639,9335,-11433,3413636,3649681.127
-0.81100288427501,-0.5850421537783537,-129674,-147642,3578830,3531740.499
-0.8110454359604413,-0.5849831628412374,40401,-16469,3578830,3499021.329
-0.8110879761134958,-0.5849241788506551,164803,120053,3578830,3500810.613
-0.8111305099625433,-0.584865194560169,-228897,-224206,3769415,3633968.364
-0.8111730402080066,-0.5848062062253612,63485,-493,3769415,3701272.701
-0.8112155569212859,-0.5847472276196681,129008,84076,3769415,3967092.677
-0.8112580888414856,-0.5846882188733241,78816,72586,3727689,4179450.938
-0.8113006062275226,-0.5846292212461282,66310,83725,3727689,4211714.171
-0.811343119420985,-0.5845702203912079,-10121,27187,3727689,4022928.179
-0.8113856328831363,-0.5845112101156251,24973,59245,3735828,3914060.44
-0.8114281244702358,-0.5844522211598785,107273,149037,3553896,3887177.403
-0.8114706335713836,-0.5843931988406926,20849,94794,3553896,3768165.656
-0.8115131254774662,-0.5843341913475492,125057,205257,3420852,3710921.089
-0.8115556224907559,-0.5842751677109355,-84364,33353,3420852,3636301.131
-0.8115981105016689,-0.5842161475259999,-97956,-5548,3420852,3565695.473
-0.8116405890437759,-0.58415713144382,-81010,-17989,3420852,3604071.053
-0.8116830706779647,-0.5840981020126587,3654,42372,3420852,3468476.852
-0.8117255470295901,-0.5840390708672774,-147253,-107439,3550220,3417406.307
-0.8117680183161639,-0.5839800377059546,-12505,-16866,3550220,3517610.584
-0.811810482624442,-0.5839210051891185,137454,129341,3439625,3503330.476
-0.8118529369549834,-0.5838619774891731,93072,126195,3439625,3320018.747
-0.8118954019160972,-0.5838029259497584,-53678,7367,3439625,3277183.554
-0.8119378487477054,-0.5837438905641312,16270,61211,3395132,3288639.581
-0.8119803040763889,-0.5836848343001684,-13864,35958,3395132,3360281.808
-0.812022748862087,-0.5836257836409047,-44089,1574,3395132,3368871.281
-0.8120651813682038,-0.5835667410069102,5739,38176,3395132,3401029.577
-0.8121076252023953,-0.5835076735469088,57300,91458,3395132,3339936.613
-0.8121500577124806,-0.5834486127823206,-37539,13809,3395132,3316511.317
-0.8121924844068327,-0.5833895510489169,-194274,-154187,3559482,3231964.947
-0.8122349083264249,-0.583330484113392,138596,120400,3395132,3266284.236
-0.8122773201538295,-0.5832714249504369,-155354,-131971,3606315,3440591.449
-0.8123197386856512,-0.5832123473844457,-29368,-52591,3606315,3501425.869
-0.8123621491752321,-0.5831532719512066,98469,66436,3606315,3660169.545
-0.8124045564432711,-0.5830941919366132,43354,40861,3606315,3723285.069
-0.8124469581772579,-0.5830351105624094,-11301,-788,3606315,3650572.164
-0.8124893489399043,-0.5829760354072974,-52521,-45398,3722059,3858170.345
-0.8125317523037205,-0.5829169336176856,211467,202834,3568096,3917640.096
-0.8125741397903874,-0.5828578448849359,20954,75761,3568096,3873995.938
-0.8126165242928532,-0.5827987512393987,-197766,-136673,3722059,3829075.126
-0.8126589045845825,-0.5827396543906949,121067,122830,3568096,3776029.048
-0.8127012671599709,-0.5826805731758847,37003,75086,3568096,3770527.346
-0.8127436525131367,-0.5826214511152208,31520,80704,3547452,3744744.453
-0.8127860124383337,-0.5825623554475459,-5176,53464,3547452,3636800.697
-0.8128283816437614,-0.5825032377544214,-43340,13748,3528242,3563992.967
-0.8128707406288589,-0.5824441252424909,-592,43494,3518531,3402547.29
-0.8129130916395336,-0.5823850147806476,-28738,15170,3518531,3375627.231
-0.8129554451383156,-0.582325891765052,-64013,-28726,3517803,3405243.59
-0.812997785318236,-0.5822667782620295,78456,94539,3517803,3450808.696
-0.8130401345640849,-0.5822076430175189,-21463,18156,3517803,3445648.455
-0.8130824712935684,-0.5821485161667456,-7671,25510,3508877,3562475.698
-0.8131247942085658,-0.5820893995283521,-602,30277,3508877,3620565.185
-0.8131671324702638,-0.5820302523667378,9394,40093,3508877,3539803.318
-0.8132094495819688,-0.5819711256674092,-6951,26566,3508877,3442395.948
-0.8132517703569995,-0.581911984763337,17537,48969,3484500,3448524.749
-0.8132940913047152,-0.5818528345284893,-3866,32827,3484500,3423633.982
-0.8133363943788102,-0.5817937001883714,13461,48994,3484500,3413543.63
-0.8133787055645184,-0.5817345454192905,-37217,2354,3484500,3436631.747
-0.8134210162812925,-0.5816753822123722,33732,62138,3464069,3432491.022
-0.8134633078713387,-0.5816162366604114,-18033,20493,3484500,3377270.414
-0.8135056035190446,-0.581557076341708,-62502,-29386,3525029,3382421.489
-0.8135478895921346,-0.5814979203231805,20305,34670,3525029,3543617.28
-0.8135901852947548,-0.5814387417364332,-278110,-257653,3787071,3488710.277
-0.8136324671030634,-0.5813795734937568,46173,-16803,3787071,3616589.335
-0.8136747434720225,-0.581320403766923,82177,33053,3787071,3708886.608
-0.8137170158301603,-0.5812612305568459,329990,305519,3525029,3687389.982
-0.8137592762568148,-0.5812020649533044,103096,177622,3465505,3672368.472
-0.8138015450506256,-0.5811428785360916,-37262,68192,3465505,3696874.086
-0.8138438082956198,-0.5810836907872071,46240,140516,3352456,3765595.78
-0.8138860559971922,-0.5810245157076723,-70098,38050,3352456,3624774.142
-0.813928315057302,-0.5809653156152966,-115504,-28386,3398576,3561443.39
-0.8139705515994883,-0.5809061379679378,-74454,-21987,3398576,3699281.965
-0.8140128013894634,-0.5808469326544455,-149787,-119656,3528770,3639929.412
-0.8140550424832066,-0.5807877304210762,21002,6197,3528770,3587768.804
-0.8140972737034018,-0.5807285329210959,12516,4012,3528770,3537030.864
-0.8141395038942971,-0.5806693277578452,41848,37098,3528770,3509209.668
-0.8141817222995837,-0.5806101300126303,-153852,-146047,3710249,3519456.962
-0.8142239430690343,-0.5805509198452052,42190,3839,3710249,3509107.617
-0.8142661708473624,-0.5804916907360294,-23520,-49214,3814371,3519436.299
-0.8143083810908603,-0.5804324771109747,27679,-5071,3814371,3571601.487
-0.8143505888651321,-0.5803732578393086,267008,242562,3643539,3522498.857
-0.8143927867581118,-0.5803140433216799,137904,193560,3538106,3523503.434
-0.814434992584627,-0.580254808557136,-216806,-119779,3741065,3528180.657
-0.8144771824803904,-0.5801955870383753,-98260,-66274,3820295,3527753.146
-0.8145193717203743,-0.5801363573266606,8443,10951,3741065,3518168.001
-0.81456156339181,-0.5800771150844432,-67110,-62069,3820295,3519046.589
-0.8146037357774254,-0.5800178908080874,47596,32504,3820295,3502245.885
-0.8146459234103927,-0.5799586359998691,-232677,-233491,4108211,3496519.213
-0.8146881020908906,-0.5798993846449078,26092,-44525,4108211,3478874.886
-0.8147302677612764,-0.5798401424475877,464363,401574,3745606,3499624.657
-0.8147724367116747,-0.5797808865208649,129916,206436,3745606,3474576.51
-0.8148145854764492,-0.5797216498414064,-97688,17807,3745606,3477850.297
-0.8148567518628168,-0.579662379272262,12529,98717,3659615,3529914.02
-0.8148989041940587,-0.5796031193353969,-29415,60532,3642140,3532880.087
-0.8149410496801799,-0.5795438598985987,31101,112223,3551740,3781285.78
-0.8149831946543928,-0.5794845920565275,-45039,45414,3551740,3859034.668
-0.8150253275731432,-0.5794253320439923,-86976,-10035,3558586,3861769.156
-0.8150674689858549,-0.5793660509565541,59430,110278,3449105,3621268.478
-0.8151096026463683,-0.5793067716449373,1800,70477,3449105,3456051.373
-0.8151517178364597,-0.579247509194704,-64773,4444,3461599,3402727.881
-0.8151938455603922,-0.5791882199772881,-48400,1385,3461599,3300906.35
-0.8152359583844992,-0.5791289425999249,-1075,34190,3461599,3278676.807
-0.8152780697658104,-0.5790696581232126,-27022,7921,3459748,3327587.7
-0.8153201875613675,-0.5790103554815722,24339,51175,3459748,3379642.62
-0.8153622927440529,-0.5789510614647506,-21075,13063,3459748,3515728.156
-0.8154043943474368,-0.5788917633538153,-138245,-110430,3598848,3555260.579
-0.8154464828019531,-0.5788324746296841,118701,105043,3482860,3580193.478
-0.8154885730010482,-0.5787731743133178,36310,58262,3482860,3576666.171
-0.815530673076878,-0.5787138509408378,23316,56161,3482860,3727939.817
-0.8155727534214158,-0.5786545462334246,-154689,-114849,3617224,3772975.057
-0.8156148336866108,-0.5785952324988187,-4134,-10701,3617224,3844450.881
-0.81565689838294,-0.5785359315723806,-19994,-27801,3669251,3884539.037
-0.815698977732606,-0.5784766008456881,68002,54197,3669251,3703659.351
-0.8157410434412138,-0.5784172802099189,141569,148164,3646734,3532867.967
-0.8157831052557268,-0.5783579559229074,-87058,-37992,3692184,3640852.548
-0.8158251618623309,-0.5782986298378214,-56833,-33884,3692184,3743345.295
-0.8158672048105589,-0.578239313878437,33270,39169,3692184,3771713.804
-0.8159092642957688,-0.5781799654401191,2949,18829,3692184,3853433.471
-0.815951308582636,-0.5781206293000485,60247,77012,3692184,3862526.704
-0.815993348855672,-0.5780612896772327,7672,42511,3646734,4090331.161
-0.8160353852329278,-0.5780019464048085,45657,82797,3646734,4188909.309
-0.8160774071697737,-0.5779426143719282,17434,68271,3602643,3874998.742
-0.816119441414397,-0.577883255809902,-34498,21570,3602643,3672145.433
-0.8161614618858597,-0.5778239075465262,44348,90066,3530391,3658897.452
-0.8162034842908383,-0.5777645473992803,-118934,-59911,3619932,3599972.851
-0.8162454980011956,-0.577705190380682,-14734,8608,3619932,3563651.006
-0.8162875007597316,-0.5776458396833057,157786,176708,3468507,3487373.168
-0.8163295111169144,-0.5775864690932601,-4548,61710,3468507,3462447.769
-0.8163715144572444,-0.5775270992626972,-2369,62525,3468507,3494464.204
-0.8164135064703291,-0.5774677362873375,-75037,-10854,3468507,3429087.391
-0.8164555049163197,-0.5774083550589111,-28371,13301,3468507,3382617.627
-0.8164974906917403,-0.577348982586868,-3669,29491,3468507,3398791.972
-0.8165394735145166,-0.577289605131286,-11890,20170,3479116,3426223.329
-0.8165814573278616,-0.5772302171129867,66887,95380,3479116,3425516.918
-0.8166234325882668,-0.5771708320313463,-42489,6070,3455238,3443396.568
-0.816665401391896,-0.5771114469228741,-114505,-78693,3541013,3427068.873
-0.8167073602907192,-0.5770520666690011,-20298,-18837,3541013,3438266.861
-0.8167493304045849,-0.5769926613776489,165987,161358,3471534,3561808.696
-0.8167912900108261,-0.5769332617924284,-85222,-40055,3541013,3514038.58
-0.8168332429344183,-0.5768738625013632,-48693,-29092,3575853,3478895.833
-0.8168751926121783,-0.5768144586388387,-634,4359,3607332,3451671.832
-0.8169171279089102,-0.5767550659760667,28566,33369,3607332,3573467.749
-0.8169590774074097,-0.5766956440286626,41644,55016,3572492,3626959.534
-0.8170010133084336,-0.5766362321715423,-9339,16527,3607643,3681758.059
-0.8170429448244335,-0.5765768173562112,-220027,-196963,3812220,3667470.38
-0.8170848664170153,-0.5765174074321506,170767,127823,3607643,3560759.092
-0.8171267884546342,-0.5764579877057959,125633,133919,3607643,3603739.125
-0.8171687083494916,-0.5763985618427786,-9625,36351,3644359,3667383.92
-0.817210631980522,-0.5763391215057292,13331,56419,3607643,3666942.422
-0.8172525426407213,-0.5762796903824356,21484,68572,3569264,3674703.625
-0.8172944502768458,-0.5762202543703827,23166,76699,3569264,3634487.02
-0.8173363403326864,-0.5761608341180187,-55882,4601,3569264,3616720.181
-0.8173782403758655,-0.5761013905208473,-61068,-17350,3616441,3568392.685
-0.8174201409645386,-0.5760419369677122,40394,65792,3598267,3527465.894
-0.8174620300336275,-0.5759824905787508,-33528,3988,3598267,3529059.042
-0.8175039144900224,-0.5759230415545902,-12984,14473,3598267,3477114.76
-0.8175457872686099,-0.575863599925667,60753,84315,3504541,3546780.435
-0.8175876680312945,-0.5758041377787675,53349,95137,3469121,3576309.439
-0.8176644946412235,-0.5756950357638257,102,57895,3469121,3403204.519
-0.8176714064325341,-0.5756852187633809,-26159,31664,3429372,3403204.519
-0.8177132694309102,-0.5756257542853791,-47492,2484,3440502,3370019.908
-0.8177551293048864,-0.575566285058071,5076,40804,3440502,3400592.993
-0.8177969761325934,-0.5755068251796728,15017,52268,3398517,3419657.609
-0.8178388351992267,-0.5754473387200362,-24274,17482,3440502,3421498.056
-0.8178806794625774,-0.5753878641071888,-266265,-231791,3684515,3429349.726
-0.8179225208253709,-0.575328384426382,-3595,-49001,3684515,3372954.728
-0.8179643514581589,-0.5752689108092262,-119956,-166440,3833408,3384550.354
-0.8180061907238283,-0.5752094157239533,120509,38038,3833408,3481496.285
-0.8180480185737399,-0.5751499276776258,121336,75018,3833408,3537305.816
-0.8180898436927385,-0.575090434320369,291126,281209,3645208,3428515.396
-0.8181316613912026,-0.575030942323342,136,77556,3645208,3471717.048
-0.8181845510244526,-0.574955685653177,-240926,-163465,3833408,3531464.13
-0.8182152895565618,-0.574911941027382,89708,94891,3645208,3560675.08
-0.8182570968968584,-0.5748524361763854,-2734,29362,3645208,3560293.896
-0.8182988965495941,-0.5747929330686979,39452,70728,3645208,3537310.927
-0.8183406931485703,-0.5747334251086477,-14612,28499,3645208,3545033.482
-0.8183824822746427,-0.5746739185886149,-18927,19801,3645208,3743575.092
-0.818424280862722,-0.5746143893902557,-63488,-30439,3699638,3687008.912
-0.8184660700184608,-0.5745548644198706,117539,131542,3699638,3583102.117
-0.8185078465667229,-0.5744953482045838,-437291,-388026,4029014,3563380.378
-0.8185496241342489,-0.5744358213322702,-31931,-113854,4029014,3538793.518
-0.8185913856423153,-0.5743763081397023,144297,52795,4029014,3501023.387
-0.8186331626035743,-0.5743167637163918,432466,384253,3707750,3454607.208
-0.8186749265846611,-0.5742572285845426,89376,170903,3707750,3469944.533
-0.8187166857443247,-0.5741976911167692,-164264,-55924,3792205,3513711.173
-0.8187584295862511,-0.5741381662818243,199281,258342,3538491,3487896.453
-0.8188001862859744,-0.5740786139006169,-40970,77875,3538491,3505171.696
-0.8188419359291189,-0.5740190623697551,-114005,-7451,3538491,3521296.868
-0.8188836794245622,-0.5739595103943228,-44601,27751,3538491,3475217.692
-0.8189254100843366,-0.5738999675189058,-53496,5476,3538491,3410712.145
-0.8189671481232901,-0.5738404048991366,-125650,-82727,3650208,3346147.738
-0.8190088645573188,-0.5737808638988682,10221,15449,3650208,3340344.25
-0.8190506008974837,-0.5737212852679172,-71941,-63646,3699142,3363335.373
-0.8190923221918031,-0.5736617188957615,51319,38031,3699142,3356704.005
-0.8191340372105742,-0.573602152265057,143546,145654,3597315,3335135.917
-0.8191757492749019,-0.5735425806336467,28803,73975,3597315,3342410.722
-0.8192174485511305,-0.5734830180479417,31478,85291,3579377,3571302.436
-0.8192591579616205,-0.5734234317640119,3930,67186,3504716,3673095.736
-0.819300856697575,-0.5733638515067196,38898,103333,3460401,3853611.391
-0.8193425498411542,-0.5733042700170616,-95835,-19730,3484954,3871218.464
-0.8193842407221965,-0.5732446825362705,-76054,-28700,3484954,3830209.096
-0.8194259183274689,-0.5731851048074995,22458,46996,3484954,3604771.729
-0.8194676047886819,-0.5731255051922752,707,31982,3484954,3530209.362
-0.8195092830422827,-0.5730659080834628,33494,64981,3484954,3628026.201
-0.8195509544333731,-0.573006311559783,11934,53470,3448427,3595643.224
-0.8195926220344629,-0.5729467112277319,-221875,-176759,3639098,3587069.876
-0.8196342810564186,-0.5728871139388002,136214,114767,3524319,3550888.095
-0.819675945182566,-0.5728275001159311,-14675,4742,3554668,3546181.433
-0.8197176044290484,-0.5727678840412599,40795,55810,3554668,3554490.213
-0.8197592553626433,-0.5727082706293708,-17382,9871,3554668,3607698.89
-0.8198009022700601,-0.5726486537460779,-331993,-309954,3908665,3526233.867
-0.8198425332866218,-0.5725890503792178,-19448,-97007,3929403,3876564.618
-0.8198841796883187,-0.5725294157480579,119945,36552,3929403,4054994.627
-0.8199258132794685,-0.572469790223032,493070,445660,3573370,4052912.723
-0.8199674413088968,-0.5724101634259658,-310711,-210200,3929403,3740539.095
-0.8200090637874236,-0.5723505353421741,273120,280418,3573370,3571369.165
-0.8200506775508948,-0.5722909105064647,20761,109995,3573370,3627388.272
-0.8200923043435203,-0.5722312577590767,-117685,-22223,3654046,3438554.241
-0.8201339241764412,-0.5721716057398789,-2806,57351,3597032,3366758.516
-0.820175529125972,-0.5721119658099556,-56575,2740,3597032,3392502.404
-0.820217126596809,-0.5720523273593722,-7609,34733,3679997,3398510.631
-0.8202587167813908,-0.5719926901142584,-29907,10153,3597032,3419424.462
-0.8203003190270891,-0.5719330263274327,79487,110574,3515143,3520077.86
-0.8203419100234127,-0.5718733694264309,45197,100131,3515143,3546440.648
-0.8203834967237285,-0.5718137094398387,-66123,2370,3515143,3629176.235
-0.8204250770521743,-0.5717540493463372,-112238,-63582,3590632,3633445.57
-0.8204666438569718,-0.5716943994111514,-25830,-10846,3590632,3530835.469
-0.8205082257678512,-0.5716347185461123,-101116,-93881,3708311,3476925.046
-0.8205497936649363,-0.5715750485425606,42986,19887,3675960,3422323.96
-0.8205913574354227,-0.5715153752107553,45332,35128,3675960,3382071.486
-0.8206329167385845,-0.5714556990398498,194708,198104,3515143,3312603.947
-0.820674463479036,-0.5713960316570253,97543,159351,3470977,3345857.674
-0.8207160228037735,-0.5713363369444971,-51759,39312,3463741,3402664.17
-0.8207575703310074,-0.5712766499204579,-186919,-111375,3631794,3394589.89
-0.8207991112523733,-0.5712169631298726,-46872,-27404,3631794,3389939.217
-0.8208406504277085,-0.5711572695899234,3440,8846,3635610,3358425.24
-0.820882177149521,-0.5710975846895715,99289,105727,3635610,3332731.873
-0.8209237136387657,-0.5710378764894127,35880,72105,3540063,3509322.45
-0.8209652398961215,-0.5709781737354798,-56561,-9572,3540063,3461026.304
-0.8210067601534393,-0.5709184703461196,33429,63450,3540063,3471480.29
-0.8210482762602189,-0.5708587636623644,19269,59318,3540063,3451437.157
-0.8210897794812176,-0.5707990662496615,9500,55330,3540063,3464947.335
-0.8211312954579049,-0.570739341222964,-52039,-3359,3540063,3763207.704
-0.8211727978790411,-0.5706796264310717,-18579,14489,3540063,3916684.439
-0.8212142961806492,-0.5706199083001933,49333,76828,3483518,3926513.667
-0.8212557914352648,-0.5705601852863874,57657,99952,3483992,3562358.246
-0.8212972669780398,-0.5705004813796413,-66597,-7005,3483992,3718010.417
-0.8213387662910714,-0.570440733983348,-31456,8157,3483992,3529497.255
-0.8213802477718819,-0.5703810029885303,4458,34634,3470048,3427017.342
-0.8214217197168211,-0.570321276455175,47242,78755,3470048,3461626.314
-0.8214631900047215,-0.5702615430372864,-48116,-2430,3470048,3443683.009
-0.8215046557683735,-0.5702018068639262,-27305,3946,3470048,3463237.248
-0.8215461300949808,-0.5701420490772111,-650,22409,3483992,3461850.069
-0.8215875926879537,-0.5700822989193868,13777,36641,3517275,3477823.684
-0.8216290479427728,-0.5700225500597785,-15066,11932,3517275,3409310.128
-0.8216704982900569,-0.5699627989963639,-9557,12921,3528935,3337092.764
-0.8217119342446066,-0.5699030594057092,-17117,2494,3528935,3351525.046
-0.8217533884522846,-0.5698432842169754,-20484,-6008,3568830,3435962.145
-0.8217948267387741,-0.5697835227043585,23456,31786,3568830,3482771.834
-0.8218362601488208,-0.569723758943402,28976,44343,3568830,3595324.909
-0.8218776880460524,-0.569663993852583,-64672,-40612,3601893,3619195.602
-0.8219191013958091,-0.5696042404693855,50911,55569,3601893,3615260.579
-0.8219605338659933,-0.56954445021151,6072,26004,3601893,3467142.155
-0.8220019521162842,-0.5694846711870462,-14564,7189,3627880,3332114.364
-0.8220433631355599,-0.5694248933132253,5102,22486,3627880,3306805.581
-0.8220847701786441,-0.5693651118924709,-260042,-241127,3889097,3428284.611
-0.8221261606115859,-0.5693053451690514,28841,-30257,3889097,3495612.82
-0.8221675686575395,-0.5692455437223467,106452,56006,3889097,3520639.289
-0.822208966801001,-0.5691857472846896,-182509,-201019,4135778,3456465.592
-0.822250358317458,-0.5691259511275267,55342,-17921,4135778,3409333.715
-0.822291744595252,-0.569066153246261,115974,59314,4135778,3437779.005
-0.82233311903494,-0.569006363179066,335986,314118,3824560,3412861.67
-0.8223745028332385,-0.5689465502925418,94976,173904,3824560,3382270.767
-0.8224158764878016,-0.5688867427711787,-395498,-288077,4181838,3355689.016
-0.8224572367597707,-0.5688269453018928,-52825,-64054,4181838,3380858.711
-0.822498605167912,-0.5687671267723191,507146,480070,3628631,3397889.188
-0.8225399585213643,-0.5687073207157372,110747,235815,3628631,3358218.564
-0.8225813217331385,-0.5686474911012647,-88582,69710,3628631,3290444.165
-0.8226226729081135,-0.5685876695967922,-127946,3771,3628631,3313187.786
-0.8226640200819009,-0.5685278445799166,-82572,10761,3595274,3336203.189
-0.8227053626615191,-0.5684680169085843,-56291,12271,3595274,3334177.836
-0.8227466914087684,-0.5684081999548606,-151825,-100151,3735314,3290259.202
-0.8227880264300461,-0.5683483646174674,-49258,-43131,3735314,3311679.005
-0.8228293642833632,-0.5682885158729116,32744,24093,3735314,3337790.066
-0.8228706887703561,-0.5682286771737236,48344,49517,3735314,3346973.844
-0.8229120082181551,-0.5681688364653265,7262,22938,3735314,3341389.874
-0.8229533184490829,-0.5681089997998996,49518,67372,3701957,3355594.451
-0.8229946373684118,-0.5680491412394145,77989,110699,3638309,3372055.181
-0.823035945272125,-0.5679892893268496,125589,181696,3519107,3397506.513
-0.8230772487914164,-0.5679294344563881,-155926,-62143,3642989,3431695.162
-0.8231185482115193,-0.56786957621461,-71658,-24653,3642989,3433945.824
-0.8231598270416464,-0.5678097385082144,-18917,6591,3642989,3420453.111
-0.8232011309584386,-0.5677498551199706,11049,30882,3642989,3479577.425
-0.823242416409746,-0.5676899891876218,-16323,6825,3673248,3465412.551
-0.8232836909344293,-0.5676301297864508,14595,32846,3673248,3464929.87
-0.8233249697710523,-0.5675702548156447,-157205,-134576,3808481,3484605.492
-0.823366241569572,-0.5675103807364207,45053,20521,3808481,3493317.044
-0.8234075097534022,-0.5674505025830016,-186537,-197553,4022296,3730326.04
-0.8234487776177515,-0.5673906155725797,83310,16333,4022296,3816493.824
-0.8234900429008776,-0.5673307229853771,64637,22653,4022296,3800677.951
-0.8235312996668335,-0.5672708334376589,71299,48706,4022296,3998372.254
-0.8235725485714189,-0.5672109459800453,490138,488934,3636505,4068791.724
-0.8236137948420158,-0.567151053023737,-667,145171,3636505,4048546.303
-0.8236550375382464,-0.5670911559333913,-44514,101124,3550369,3795904.805
-0.8236962753295483,-0.5670312566413153,-109424,22859,3550369,3633473.067
