master_offset,freq,path_delay,date,OT
-150183,-40201,3339534,2025-01-17 09:17:49.570515200,4198196.077
-93680,-28753,3339534,2025-01-17 09:17:50.570539776,4264473.765
-127652,-90829,3427248,2025-01-17 09:17:51.570538240,4341766.77
-72455,-73928,3504595,2025-01-17 09:17:52.570495488,4456989.941
336588,313379,3193449,2025-01-17 09:17:53.570531072,4442138.616
52878,130645,3193449,2025-01-17 09:17:54.570517248,4214120.822
327838,421469,3193449,2025-01-17 09:17:55.570858752,4024092.978
-119348,72634,3193449,2025-01-17 09:17:56.570912256,3738784.922
-90615,65563,3193449,2025-01-17 09:17:57.570786560,3697863.683
-236090,-107097,3307375,2025-01-17 09:17:58.570979072,3714682.551
-126185,-68019,3307375,2025-01-17 09:17:59.570901248,3839356.253
-86131,-65820,3335932,2025-01-17 09:18:00.570904064,3936240.165
52490,46961,3335932,2025-01-17 09:18:01.570911488,3997087.632
312299,322517,3058812,2025-01-17 09:18:02.570957056,3895339.531
63563,167471,3025859,2025-01-17 09:18:03.570963712,3649751.03
-146605,-23628,3054416,2025-01-17 09:18:04.570931712,3570348.398
-105793,-26798,3054416,2025-01-17 09:18:05.570930432,3624476.327
-125744,-78487,3145147,2025-01-17 09:18:06.570919424,3696623.285
66500,76034,3063212,2025-01-17 09:18:07.570843136,3757292.735
2572,32056,3090425,2025-01-17 09:18:08.570924032,3724241.644
1253,31509,3090425,2025-01-17 09:18:09.571052288,3721870.423
48733,79365,3090425,2025-01-17 09:18:10.571087616,3705212.054
-198046,-152794,3208546,2025-01-17 09:18:11.570952704,3726496.281
770,-13392,3208546,2025-01-17 09:18:12.571040768,3866090.717
47030,33099,3208546,2025-01-17 09:18:13.571064832,3894738.73
41999,42177,3198683,2025-01-17 09:18:14.571068160,3888354.453
44554,57332,3198683,2025-01-17 09:18:15.571061248,3871025.858
-5284,20860,3198683,2025-01-17 09:18:16.571099392,3854352.47
26393,50952,3181601,2025-01-17 09:18:17.571124736,3853750.914
-19627,12849,3198683,2025-01-17 09:18:18.571100928,3843950.492
-42633,-16045,3251511,2025-01-17 09:18:19.571085824,3869428.776
-12352,1446,3251511,2025-01-17 09:18:20.571089152,3909592.635
100951,111044,3181601,2025-01-17 09:18:21.571062272,3904020.005
-64768,-24390,3251511,2025-01-17 09:18:22.571116544,3863949.851
-481337,-460389,3349147,2025-01-17 09:18:23.571599360,4051163.33
8852,-114601,3331570,2025-01-17 09:18:24.571599360,4435220.81
172978,52180,3331570,2025-01-17 09:18:25.571626496,4528331.276
111683,42779,3361246,2025-01-17 09:18:26.571614464,4508487.643
81869,46470,3361246,2025-01-17 09:18:27.571501568,4494039.531
110842,100003,3361246,2025-01-17 09:18:28.571645440,4460663.409
-243859,-221445,3594502,2025-01-17 09:18:29.571636992,4488352.621
3165,-47579,3594502,2025-01-17 09:18:30.571654144,4686120.481
100401,50607,3594502,2025-01-17 09:18:31.571620096,4733171.854
300641,280967,3388034,2025-01-17 09:18:32.570766336,4641421.11
111196,181714,3317674,2025-01-17 09:18:33.570853120,4420262.185
318994,422871,3317674,2025-01-17 09:18:34.571197440,4194042.772
-106134,93441,3338193,2025-01-17 09:18:35.571203584,3901554.952
-15115,152620,3197520,2025-01-17 09:18:36.571200768,3819388.101
-138937,24264,3197520,2025-01-17 09:18:37.571230976,3735602.45
-144431,-22912,3197520,2025-01-17 09:18:38.571231232,3755271.396
-85332,-7142,3197520,2025-01-17 09:18:39.571135744,3802786.785
-37288,15303,3197520,2025-01-17 09:18:40.571245312,3832486.499
89670,131074,3075301,2025-01-17 09:18:41.571148800,3811091.403
-13682,54623,3075301,2025-01-17 09:18:42.571269888,3732925.206
-23013,41188,3110975,2025-01-17 09:18:43.571239680,3711866.419
-237713,-180416,3276811,2025-01-17 09:18:44.571302912,3768183.955
-43579,-57596,3276811,2025-01-17 09:18:45.571312896,3940323.079
35225,8134,3276811,2025-01-17 09:18:46.571309056,4007195.366
54648,38125,3276811,2025-01-17 09:18:47.571295232,4019302.298
81527,81398,3276811,2025-01-17 09:18:48.571342592,3997341.049
-43173,-18844,3323430,2025-01-17 09:18:49.571296768,3976163.312
-201469,-190092,3583280,2025-01-17 09:18:50.571283200,4077035.281
-25460,-74524,3583280,2025-01-17 09:18:51.571325952,4261091.449
71737,15035,3583280,2025-01-17 09:18:52.571333632,4337594.108
92724,57544,3583280,2025-01-17 09:18:53.571366400,4338965.977
93060,85697,3521844,2025-01-17 09:18:54.571357440,4302243.427
515083,535638,3046945,2025-01-17 09:18:55.571349504,4107825.629
671,175751,3042045,2025-01-17 09:18:56.571360000,3712089.474
-125549,49732,3042045,2025-01-17 09:18:57.571326464,3604556.839
-62087,75529,2975441,2025-01-17 09:18:58.571384832,3576361.289
-128172,-9182,2975441,2025-01-17 09:18:59.571175168,3556389.861
-210042,-129503,3092390,2025-01-17 09:19:00.571389952,3632070.359
