real,forecast
2.42414755,2.4618263
2.366713787,2.5845985
2.31913679,2.438287
2.29801704,2.4042118
2.280664645,2.401171
2.2646955299999996,2.4038436
2.2845613849999995,2.3696225
2.2909924989999997,2.4153607
2.255019517,2.452742
2.205764188,2.4317443
2.175078046,2.3923779
2.1134369279999996,2.3883128
2.061232151,2.3748732
2.1030781320000003,2.3624048
2.138135117,2.435284
2.197223913,2.4889586
2.2180832379999997,2.5595174
2.215168307,2.5048208
2.1588245759999998,2.5804808
2.114131293,2.443393
2.090310126,2.4129171
2.041192277,2.4336934
2.177563444,2.3508463
2.2789981690000003,2.5082443
2.202427689,2.6600811
2.114337414,2.5039575
2.116190792,2.3803735
2.083540485,2.4238737
2.053330664,2.4148567
1.9832349979999995,2.4000564
2.022305288,2.367192
2.164572998,2.4534605
2.2749989139999998,2.5525975
2.2801688220000003,2.6758142
2.243456865,2.5841813
2.280226498,2.4000244
2.316204634,2.445291
2.293371848,2.552899
2.3949124139999998,2.2501693
2.314700172,2.6331894
2.222061785,2.3941424
2.450610526,2.409054
2.6622447919999996,3.0179596
2.81179714,2.9172895
2.850890839,2.9022787
2.707685069,2.5466433
2.468586288,2.394634
2.3532953450000003,2.1022902
2.3411252859999996,2.0842917
2.451643086,2.257014
2.523591903,2.4581788
2.463113735,2.4641976
2.400675183,2.2434042
2.2941792910000003,2.258504
2.238928432,2.07067
2.110724347,2.3258862
2.18200738,1.9969273
2.10727254,2.4354265
2.053041876,2.1623647
2.06611487,2.1408036
2.019922047,2.3737519
2.13686487,2.178485
2.218434437,2.3834245
2.17072785,2.5667374
2.121123341,2.3952694
2.0388849589999998,2.4131367
2.0711917659999997,2.089103
5.17908549,4.519623
4.155279748,2.8221016
1.947788158,1.7338573
1.2787038689999999,2.136375
1.2536680980000001,1.5629728
4.689918553,4.6288395
4.6307570909999995,3.285064
4.046300973,3.9629369
0.7427283752999999,2.8510008
1.9974697229999996,2.366113
3.759386551,3.9139583
4.410939934,4.322263
1.4416284339999998,1.7722985
0.6001085887000002,3.4396043
1.4326453659999998,3.1246576
2.074862014,2.391921
1.767739888,2.2235126
1.867862597,2.0055575
1.964339874,2.1565692
1.977588975,2.3876932
1.9332822509999998,2.4521387
1.886643315,2.3685338
1.8697929629999999,2.3227568
1.865570791,2.3113966
1.8959523319999998,2.279442
1.884943987,2.3757455
1.821493936,2.423319
1.905520071,2.2011263
1.9408812359999998,2.3519766
2.0291047,2.3432155
2.0091110409999997,2.535517
1.945355796,2.514176
1.9242893589999999,2.3034558
2.0310488559999995,2.1723647
2.0639379289999997,2.3709855
2.079549943,2.3914928
1.893001487,2.5586164
1.853872367,2.1701894
1.833624314,2.1688166
1.8898568079999996,2.0780518
2.052101487,2.2816265
2.092779819,2.4630628
2.0982518879999996,2.4889219
2.020337374,2.4794288
2.092302541,2.253005
2.03522254,2.4200797
2.0804182669999998,2.281207
2.1139536039999998,2.3286774
2.1591572230000002,2.3818722
1.911312986,2.43517
2.050886213,2.1596122
2.1063164149999998,2.3402288
2.1363631519999995,2.3950684
1.8923814589999999,2.4152858
1.7615722299999999,2.1597543
1.7537720249999997,1.962522
1.736973398,2.053039
1.776993876,2.0189683
1.916209039,2.0956278
1.933898695,2.4074988
1.8677102399999996,2.4692209
1.916410053,2.195724
1.9290552309999998,2.3058338
1.837674314,2.4293938
1.8247168189999998,2.1851795
1.8349510869999999,2.1569016
1.9987790619999999,2.2457173
2.06869714,2.4807057
1.95018484,2.5879807
1.8683266239999998,2.3056586
1.9287010749999998,2.0805972
3.2305554599999997,2.6429229
1.9899570759999998,1.9572217
5.552596682,4.7097893
2.978392162,2.6566257
0.6128571102,2.9079638
0.32608007099999997,1.3966417
2.78141078,3.0392096
4.3772731689999995,4.1596475
4.938116185999999,4.516241
4.979701144,4.093466
4.658247424,3.8493485
0.43875074369999995,1.9232342
3.075118021,3.175895
3.9689151419999997,3.926209
4.177335107999999,4.286522
4.103747825999999,4.1913695
3.9889126029999997,4.0380535
3.964086248,3.9721541
3.950672483,3.9553149
3.904833429,3.91069
3.9333186179999995,3.9039695
3.9301802379999997,3.9142873
3.910614984,3.8966067
3.86968307,3.8731658
3.9083036939999998,3.8847506
3.9424787759999997,3.916674
3.952814359,3.9247165
4.130592478,4.1016536
3.925489989,3.9503958
3.826145995,3.8016534
3.8065486049999997,3.7982647
3.788572058,3.8129635
3.762558578,3.8194137
3.7384865109999996,3.818582
3.6049748169999996,3.7844217
3.627200114,3.8078604
3.6734598399999996,3.8622465
3.7228973679999995,3.8701572
3.7191591219999998,3.865407
3.734398112,3.8767028
3.786325034,3.906311
3.804728365,3.9061785
3.796332342,3.910435
3.815668021,3.918124
3.766507205,3.9019215
3.7497512009999996,3.856215
3.8446208239999997,3.9484127
3.872401018,3.9604135
3.8953235699999995,3.9599826
3.8760810269999997,3.9354742
3.855048649,3.890529
3.872827117,3.8711464
3.855001143,3.8931274
3.759163369,3.8878264
3.981597012,3.877546
4.21460613,4.084248
4.2697892269999995,4.107657
3.761264296,3.7207046
3.943525572,3.8117137
4.015409635999999,3.8867624
4.050985749,3.8965998
4.063718177999999,3.8896549
4.042865732,3.874425
4.038830475999999,3.8679743
3.9757015219999996,3.8427844
3.692391262,3.6830206
3.7728180469999995,3.8153834
4.370505377999999,4.100601
4.581710734,4.4119925
4.617652035,4.453298
4.554868192,4.317625
4.3322214400000005,4.0588913
4.117485526,3.81537
4.180751774,3.7807941
4.021171474,3.796958
4.008740671,3.7479594
3.6923056379999997,3.6368403
3.999832666,3.866626
4.114543498,3.9241443
3.7999320049999996,3.7749429
4.079601237,3.855783
4.191374370999999,4.0215673
4.192488043,4.026164
4.192087356999999,3.984278
4.244873112,4.0006533
4.253641934,3.971225
4.135907151,3.941976
3.917135245,3.861069
4.0200648469999996,3.7923906
3.9608288480000002,3.7997706
3.9980912629999996,3.8247616
4.016493532999999,3.8749151
4.013531679,3.8790967
4.0221683839999995,3.8843324
3.9732102400000002,3.869977
4.1108550159999995,3.931248
4.145634668,3.983015
4.144310726,3.9632328
4.1261980309999995,3.9244134
4.119270203999999,3.8919146
4.110655105,3.8922105
4.056719737,3.8572047
4.03785285,3.8339026
4.028880263,3.8367743
4.083430205999999,3.896194
4.035509438999999,3.881399
3.911603204,3.8843887
3.894631236,3.8042912
3.8320767599999996,3.801163
3.827790827,3.8069425
3.8125534649999997,3.803321
3.78410573,3.8103318
3.8228333139999995,3.8623521
3.939507845,3.927185
3.9543589819999996,3.936451
3.972434524,3.92992
3.864318197,3.8861492
3.790382952,3.8161213
3.881241754,3.8771236
4.038081559,3.96086
4.028372596,3.9992015
4.075588141,3.9973497
4.075378432,3.9746177
4.079538233,3.9413335
4.204562157,4.0575094
4.2698002520000005,4.026979
4.164229748,3.994209
4.180292983,3.8322794
3.980469865,3.839161
3.839108696,3.7325613
3.7770454599999996,3.7352655
3.7978952519999996,3.7695763
3.7980806639999996,3.8053596
3.911411361,3.8743293
3.8606717749999997,3.9183962
3.8575527459999996,3.8613718
3.828772436,3.8525672
3.731247196,3.81019
3.7525647319999997,3.8322804
3.743360176,3.8350153
3.770739822,3.8664842
3.8341615389999997,3.8950667
3.9308932089999997,3.9720354
3.962188072,3.9992776
3.9743121279999998,3.9815645
4.027764416,3.999787
3.099603271,3.0393667
3.7022294049999998,3.7727554
4.001194165,3.979152
4.287801968999999,4.4263186
4.173834801,4.287193
3.681659112,3.6041355
3.497359718,3.5894415
3.83914857,3.855912
3.988830623,3.9739974
3.177138787,3.006982
3.6874308289999997,3.8081017
4.27342997,4.2273626
4.224302012,4.281899
4.152754409,4.221591
4.1684799859999995,4.0823584
3.7782926199999998,3.6265547
3.923422025,3.784866
3.661241594,3.6770246
3.6685275049999997,3.6274016
3.974438844,3.971629
4.075291781,4.0573473
4.082408696,4.072605
4.0561044619999995,3.980446
3.7151014769999997,3.6496778
3.9375864419999997,3.816799
4.053800824,3.9030256
4.092643323,3.966196
4.148123397,4.034196
4.082184497,3.9711838
3.7321029379999997,3.60556
3.9431519449999994,3.7876737
3.869594007,3.8056712
3.875229176,3.774417
3.988510812,3.8803499
3.973980254,3.9174225
3.955207207,3.8607867
3.927667296,3.8235443
4.003942396,3.904002
4.044030263,3.8741086
4.033159424,3.865471
4.021926912,3.8213768
4.179509615,3.9942455
4.227608867,3.9817417
4.220477346,3.9854906
4.1906388439999995,3.8756995
4.07054405,3.8233986
4.01326807,3.6760604
4.096711503,3.724261
4.049498282999999,3.8290596
3.9406725049999998,3.735356
3.889092677,3.667121
3.8068135299999994,3.6977315
3.8074034319999996,3.7124748
3.735221453,3.7463577
3.738238272,3.7518098
3.8213689389999996,3.8365507
3.85678135,3.8734264
3.872976259,3.8887455
3.8648140449999997,3.8737938
3.87049897,3.857397
3.870434271,3.8529372
3.834680981,3.8320282
3.8808542999999998,3.8580086
3.879908108,3.8339987
3.895614474,3.8362343
3.9003053779999997,3.849049
3.880541133,3.8285925
3.878863844,3.8056314
3.8836966,3.807522
3.886207151,3.81199
3.88598054,3.811697
3.879961041,3.8016036
3.4232856,3.4720142
3.7525185269999994,3.8230445
3.8812817649999998,3.9099147
3.9483204229999997,4.005613
3.8397475419999996,3.961667
3.8409606979999995,3.8384426
3.830688874,3.8145554
3.823924451,3.8048716
3.845954233,3.824903
3.7938500569999998,3.8279147
3.7370535709999997,3.7645853
3.77952793,3.794514
3.770744394,3.8073943
3.8019342949999997,3.8475718
3.8196697,3.848646
3.7967343749999998,3.8361757
4.000085318,4.065119
4.028092419,4.061063
4.028811355,3.9851735
3.9797848969999996,3.9276147
4.065974943,3.827814
4.303792906,4.0697813
4.396372197,4.1609974
4.082068484,3.7646685
3.92127889,3.614965
3.8318657889999996,3.6252785
3.93755174,3.6744869
3.936733173,3.6935365
3.9336659999999997,3.7051687
4.03218418,3.735173
4.07375269,3.8136644
4.071551188,3.8245256
4.061120601,3.779394
4.223398731,3.902478
4.2518323229999995,4.011736
4.339219494,4.072298
4.303554723,4.042468
4.31802357,4.0400867
4.326575092,4.031187
4.277433723,3.971003
4.277241418999999,3.9517574
4.283463484,3.9556158
4.27197341,3.9495614
4.277815332,3.9498
4.2902329439999995,3.958749
3.964900401,3.6514263
3.8383642919999996,3.549958
3.813714515,3.5815191
3.8084979409999997,3.5871165
3.812244565,3.6122346
4.340684924,4.140866
3.951469737,3.8837452
3.737082933,3.6829002
3.612142399,3.5704052
3.595050206,3.6415384
3.5957354049999997,3.696264
3.5529111719999995,3.722396
3.551456256,3.748985
3.5675202039999996,3.7900307
3.5271105839999994,3.8257225
3.577326716,3.8511858
3.6347874709999997,3.8909676
3.6305939789999995,3.9200914
4.035117849,3.9641323
4.139037225999999,4.175852
4.129003893999999,4.1031356
4.1553319989999995,4.0863667
3.6749170099999997,3.607077
3.9784955359999996,3.8618977
3.607190991,3.6980526
3.5232179489999997,3.6178756
3.6585498169999995,3.7560985
4.106970180999999,3.9771614
4.293594007,4.3108754
4.264937270999999,4.2637463
4.264312470999999,4.166507
4.2373303,4.0454483
4.1763467389999995,3.920907
4.138694774999999,3.821668
4.128662832,3.7923157
4.035925973,3.831517
4.273706711,4.074835
4.368761623999999,3.977517
4.385334553999999,4.0689936
4.362065561,3.9895961
4.4453390729999995,3.9010634
4.463928204,3.9099321
4.179581691,3.7747755
4.117148477,3.6224072
4.159264716,3.6873343
4.0837144,3.7193284
3.9031917659999995,3.7640903
3.846873169,3.6817434
4.016691734999999,3.856153
3.967809554,3.8649065
3.942741995,3.8379571
3.863271015,3.843806
3.865366808,3.822347
3.87821762,3.8463078
3.7645672769999994,3.8254862
3.7604481929999998,3.801994
3.8472011889999997,3.8806114
3.8910497139999998,3.9049926
3.885576236,3.8979542
3.941696085,3.931282
4.069740674999999,4.0096817
4.022664073,4.0334086
4.093147082,4.039083
4.169504062,3.991574
4.300673156,4.1902747
4.312662889,4.1526823
4.258394689,4.0409036
4.203244390999999,3.8453324
4.179753144999999,3.7361197
4.1487083909999996,3.7145314
4.049885984,3.7257879
4.010626487,3.703348
4.021319998,3.7366872
4.020580128,3.7562432
3.9785365729999995,3.771546
3.9657488549999997,3.7737203
3.9348429489999996,3.7949204
3.950839989,3.8230174
3.9524747599999994,3.8423035
3.9371482839999996,3.844139
3.9256799449999997,3.841899
3.8062522309999998,3.8640466
3.819135984,3.8121977
3.843071216,3.8486123
3.8528507549999995,3.868971
3.9082283749999998,3.8991764
3.8625649019999995,3.8908942
3.90545364,3.8975933
3.878693083,3.8944948
3.881473651,3.8838522
3.856814217,3.87934
3.8491912769999996,3.869823
3.8524776320000003,3.8738375
3.884200973,3.8923814
3.960295616,3.950227
3.9671197940000003,3.95455
4.003920615999999,3.953428
3.9799173339999996,3.9284365
3.9691779419999995,3.8843
4.012276797999999,3.9167476
4.078134095999999,3.9232337
4.055678465,3.9255455
4.072256754,3.8808131
4.221346167,3.999722
4.1221648349999995,4.034636
4.084678955,3.778149
4.2406202539999995,3.999287
4.36314016,3.9404285
4.4229612309999995,4.0561886
4.362564358,3.9613304
4.26691194,3.786257
4.163842921,3.7089975
4.063003149,3.600889
4.092656579,3.6049714
4.099892906,3.6340275
4.354621852,3.9366372
4.466855777999999,4.027072
4.485494677,4.032039
4.460121223,3.939527
4.437736612999999,3.847542
4.163395929,3.6539788
4.08570389,3.549165
3.972907967,3.5994155
3.872703054,3.618411
3.842313844,3.609209
3.8658097529999997,3.680956
3.879756919,3.7221181
3.900590977,3.765387
3.932993876,3.8146966
3.8804847829999995,3.8443077
3.7155656749999997,3.8794088
3.612122827,3.7413373
3.535005489,3.7240274
3.559570023,3.7905157
3.6407451899999996,3.839262
3.63434172,3.847346
3.679652428,3.8950565
3.80277027,3.9483633
3.839519975,3.98748
3.9229676349999996,4.051409
3.981708162,4.099901
3.9777364419999994,4.0327244
3.9611792579999996,3.943669
4.132954504,4.094945
4.165086499,4.085515
4.1497324859999996,4.0270877
4.234786498999999,3.934866
4.099371796,3.9143848
4.038915942,3.6918705
3.9402597829999997,3.6917326
3.9093253089999997,3.611416
3.930191335,3.6545281
3.85268607,3.7211812
3.8326985359999997,3.7162895
3.832174222,3.743974
3.7698081579999996,3.7914684
3.762104977,3.7843237
3.7459871909999998,3.800605
3.772378205,3.831259
3.7686038429999997,3.851044
3.824956504,3.8967586
3.837930486,3.8967843
4.058453624999999,4.1265097
4.0662124539999995,4.1516566
3.898944362,4.0215845
3.82392302,3.7620635
3.967948398,3.9292645
4.082071796,3.8789368
4.076083295,3.9837656
3.878920023,3.9228747
3.722113839,3.7348082
3.742237237,3.694796
3.774390217,3.751255
3.826946453,3.8267994
3.8239643429999997,3.832514
3.765875572,3.8214908
3.797096097,3.8156173
3.789282509,3.836306
3.8110606979999995,3.8548517
3.8866210509999997,3.908459
3.900011436,3.9031851
3.9018966919999998,3.884482
4.372135121,4.3346705
4.517408991999999,4.256792
4.503652434999999,4.258441
4.267681751,3.9495296
4.354494734,3.84718
4.251942963,3.7373273
4.20533484,3.622406
4.361098536999999,3.8382077
4.401533981999999,4.0304003
4.435988626,4.0336075
4.3676847279999995,3.9689953
4.169725973,3.675674
4.089099428,3.5634406
4.092338811,3.580371
4.085517285,3.5970562
4.089607592999999,3.6131563
4.092370767,3.6081352
3.983035829,3.6861775
3.9379901559999997,3.5817485
3.919302231,3.581704
3.912321649,3.5978932
3.9328036609999995,3.630703
3.9132079139999996,3.6706038
3.967428146,3.6835978
3.9684236269999995,3.726325
4.1024336120000005,3.809334
4.074168612999999,3.886211
4.031232739,3.7942972
4.104337855,3.701882
4.137419872,3.7530377
4.032195481,3.784338
3.866492556,3.695215
3.743993764,3.607827
3.804404906,3.6515634
3.8291503889999996,3.6469176
3.8618718539999994,3.704972
3.165048649,3.1164534
3.619329941,3.718474
3.7355695079999998,3.8894756
3.736363397,3.9477952
3.703369217,3.907802
3.994969908,4.2486634
4.022408867,4.2539096
3.8439279989999995,4.009279
3.7938647599999995,3.7787497
3.852829254,3.801074
3.8602052629999997,3.7538354
3.803318478,3.7966206
3.7871865559999995,3.7371535
3.7805526469999995,3.742636
3.849917926,3.810967
3.8811967719999996,3.825784
3.8418959289999997,3.8098605
3.7213820429999998,3.785969
3.749668822,3.7217748
3.761333696,3.7523005
4.007864693,4.1062765
4.06349554,4.0671754
4.22311167,4.1021943
4.248653917,4.1060696
4.412,4.1363473
4.444292697,4.1534753
4.418750172,4.0975056
4.261293822,3.891368
4.226397082,3.7409377
4.204649531,3.7335865
4.217884896999999,3.7540145
4.036595423,3.6261938
3.9802864419999997,3.553874
3.950748971,3.5693107
3.9564267969999998,3.5598083
3.950672333,3.5786903
3.8534895309999997,3.644496
3.8184943339999995,3.5639596
3.859051235,3.5885003
3.9511962489999997,3.68737
3.9939106,3.7272072
3.982545881,3.783646
3.9570071579999997,3.7231407
3.8966439929999996,3.7126658
3.9303816929999997,3.6411455
4.265715488,4.106511
4.425629922,4.1100297
4.640058412999999,4.2119055
4.678584058,4.3044686
4.662049279,4.26022
4.615099314,4.204582
4.489209611,4.1572814
4.09069288,3.8026066
3.722742677,3.576493
3.6935860809999994,3.5602787
3.6656351299999996,3.548299
3.6639220819999996,3.5410433
3.6087145469999995,3.6239421
3.612152873,3.6334033
3.5744279989999996,3.7084792
3.6492403319999998,3.7642214
3.7752498859999997,3.889663
3.975960334,4.035971
4.210753661,4.265464
4.208191247,4.302112
3.962905034,3.9391654
3.8577485699999996,3.6537747
3.8406616369999997,3.5655365
3.852842419,3.5785031
3.830028776,3.6024873
3.7452966099999996,3.674327
3.843231816,3.709138
3.90028288,3.6727242
3.983815958,3.776025
3.8763139589999995,3.917036
3.695530835,3.8168669
3.633212391,3.5987725
3.6057439959999997,3.601665
3.6242828799999995,3.6866045
3.6325007439999997,3.7307763
3.635077253,3.7512875
3.6257530879999997,3.765325
3.643874771,3.7706769
3.721748626,3.856702
3.697854739,3.8811388
3.5629240499999995,3.9011664
3.5037330169999996,3.7756257
3.5072799199999998,3.7649057
3.55675349,3.8260393
3.527910339,3.8571818
3.532386613,3.846253
3.535826099,3.8633108
3.500530119,3.877711
3.479488558,3.8478827
3.529129401,3.8675377
3.549602335,3.908385
3.531217078,3.890001
3.610551477,3.9346604
3.59707111,3.93623
3.5879979399999997,3.880871
3.667989598,3.9073505
3.6766700589999997,3.9267275
3.706567958,3.9195745
3.7473204559999997,3.8558254
3.882588518,4.030441
4.0607864419999995,4.1057596
4.058550057,4.1660695
3.946159356,4.0034404
3.932075217,3.7224064
4.174091964,3.9677002
4.249568364,4.1028047
4.020282223,3.8600132
3.8725991079999997,3.6071112
3.8490069759999996,3.5160472
3.95722118,3.611689
4.0770683949999995,3.759031
4.102850309,3.8787136
4.003640732,3.7854662
3.9976373569999994,3.5986784
3.982315904,3.5940812
4.003874943,3.6064572
4.022045101,3.6442952
4.070114931,3.715694
4.058455169,3.7532303
4.031913369,3.6892383
4.020291017,3.6382992
4.008901741,3.626896
3.957526647,3.6159754
3.821198832,3.608764
3.77295427,3.5197222
3.619770128,3.629233
3.571923605,3.5179236
3.5843036039999996,3.5625432
3.611379579,3.6209373
3.658425469,3.6975424
3.698437614,3.7330096
3.849783841,4.002621
3.8861152129999996,3.9308486
3.870107887,3.950739
3.818927598,3.8116648
3.66335595,3.7387924
3.5342257089999998,3.662642
3.527211327,3.5900486
3.53941369,3.653076
3.554881868,3.7000568
3.566330112,3.7465584
3.5366869279999995,3.7611547
3.58735016,3.7631433
3.7197218149999998,3.9752097
3.776175538,3.891438
3.8343072919999996,3.9301224
4.03398524,4.1552296
4.086351809,4.1169744
4.096262019,4.0581164
4.082090774,3.9400914
4.0737293569999995,3.8579848
4.0491252289999995,3.7949777
4.108872484,3.8504863
4.102002118,3.8850422
4.110322058,3.8628829
4.119188558,3.859389
4.0544955929999995,3.8403897
3.847548077,3.630129
3.779723468,3.5161908
3.66006127,3.5761976
3.6717569249999995,3.517624
3.664130378,3.5205932
3.694405807,3.5820036
3.69184029,3.5857852
3.67655506,3.615232
3.691256862,3.6044405
3.689612929,3.6366255
3.694800343,3.6327028
3.693885016,3.6645727
3.737424085,3.678236
3.69729262,3.7534177
3.65193381,3.6793904
3.5995400269999998,3.6509507
3.710152117,3.618246
4.263678457,4.1487327
4.414072459,4.1841874
4.376280306,4.273479
4.285933299,4.1352053
4.281714629,4.1005325
4.272961367,4.0688434
4.285062557,4.0418835
4.382965602,4.0948086
4.411457989,4.195195
4.4205801849999995,4.1951175
4.412318718,4.1851068
4.383952975,4.155058
4.1503606909999995,3.9157085
3.8797281559999997,3.7198286
3.7839060780000002,3.510526
3.655099416,3.58066
3.6447940869999997,3.4856267
3.5649140159999995,3.6048288
3.512911859,3.537491
3.448010932,3.5809898
3.40124457,3.6094844
3.438560041,3.670815
3.497027321,3.7325675
3.5851959709999996,3.8642707
3.642063472,3.8254228
3.71134618,3.961089
3.712167697,3.9487963
3.7747458259999997,3.7991154
3.8570598990000002,3.9203534
3.875055174,3.8646185
3.7460764079999995,3.864572
3.597801316,3.6570492
3.489971453,3.599066
3.5220322079999997,3.5578678
3.5610694249999995,3.6128964
3.6079410449999996,3.629934
3.980401937,4.17796
4.101139645,4.1456146
4.083960412,4.1827583
3.893168307,3.977773
3.7846845809999996,3.6305926
3.8056420479999997,3.522189
3.999428098,3.758426
4.255128894,4.0381055
4.365220995,4.212551
4.154865671,3.9706812
4.188347254,3.9724064
4.178146148,4.036092
4.20456762,3.9857326
4.209986397,3.9998357
4.116633986,3.9635954
4.029434924,3.8751054
3.910399177,3.6853454
3.875519899,3.5693293
3.918821453,3.5988696
4.100704957,3.8185153
4.113195538,4.005846
3.7887619619999997,3.7039533
3.660658425,3.4448302
3.7967485119999997,3.5782185
3.838432551,3.6297085
3.75506313,3.6042852
3.7585700159999997,3.5213706
3.823249484,3.6211507
3.75085831,3.647206
3.738593007,3.539636
3.6919561039999995,3.5558782
3.711289549,3.5324
3.73025372,3.5523274
3.82170364,3.593106
4.093010296999999,4.0632405
4.157266368999999,4.1135464
4.058002287,4.040167
4.000982453,3.8400774
3.9718291549999996,3.7846947
3.938213592,3.7481158
4.08391903,3.8502352
3.883401876,3.76897
3.700732536,3.5408635
3.80121306,3.5737624
3.830625515,3.5807247
3.847447001,3.602
3.8209562559999997,3.618034
3.630379519,3.6010587
3.491101706,3.527197
3.301835279,3.4929957
2.707724211,2.6463225
3.7004974259999996,3.5356495
4.072698936,4.0411797
4.144903102,4.417933
4.137830606,4.2822156
4.29541329,4.200649
4.065359475,3.9659088
3.9420665059999997,3.7511985
3.9307268309999994,3.7012491
3.941946919,3.7381525
3.9597765,3.76698
3.9194395309999996,3.7873492
3.693967921,3.5890484
3.6745387259999998,3.491475
