Seconds_sin,Seconds_cos,path_delay
-0.7541154529304305,-0.6567418698785176,3358021
-0.7541632193796091,-0.6566870171816888,3509663
-0.75421097201049,-0.6566321722996764,3509663
-0.7542587208851409,-0.6565773236784157,3478121
-0.7543064678732744,-0.6565224691695973,3393788
-0.7543541991395359,-0.656467624670516,3393788
-0.7544019442720451,-0.6564127561820825,3137451
-0.7544496796950171,-0.6563578907944095,3151681
-0.7544974095271979,-0.6563030237754112,3153679
-0.754545137934826,-0.6562481503356138,3153679
-0.7545928504163179,-0.6561932871498889,3153679
-0.7546405792959068,-0.6561383970474051,3177592
-0.7546882954251299,-0.6560835135471031,3153679
-0.7547359989036392,-0.6560286365387763,3153679
-0.7547837059999548,-0.6559737473077515,3177592
-0.7548314057585216,-0.6559188584578234,3211922
-0.7548791169346689,-0.6558639484038854,3211922
-0.7549268112724272,-0.6558090496646451,3234072
-0.7549745044133122,-0.6557541442384285,3234072
-0.7550221905580203,-0.6556992388015777,3234072
-0.755069838996683,-0.6556443687224982,3215526
-0.7551175280692553,-0.655589443785192,3219009
-0.7551652028097287,-0.6555345272869625,3219009
-0.7552128733977191,-0.6554796075045818,3182496
-0.7552605418585365,-0.6554246821043206,3182496
-0.7553081969666154,-0.6553697640226016,3104646
-0.7553558630384483,-0.6553148252355053,2983743
-0.755403522174274,-0.655259886370821,2983743
-0.7554511732889733,-0.6552049486811845,3104646
-0.7554988440579037,-0.6551499802542706,2983743
-0.7555464346766052,-0.6550950961864013,2983743
-0.7555941258906346,-0.6550400880248229,2983743
-0.7556417194760857,-0.6549851844028417,2983743
-0.7557145654695011,-0.6549011341700693,2983743
-0.7557369785817416,-0.654875269959204,3028979
-0.7557845928133258,-0.6548203183057131,3028979
-0.7558322217116061,-0.6547653416472938,3028979
-0.7558798368233414,-0.6547103728244412,3141009
-0.7559274496314801,-0.6546553985828316,3134843
-0.755975056637792,-0.6546004229615859,3134843
-0.7560226924982425,-0.6545454059327801,3111342
-0.7560702751291911,-0.6544904423030709,3111342
-0.756117869688093,-0.6544354568162853,3111342
-0.7561654622095375,-0.6543804656019588,2994735
-0.756213069405764,-0.6543254493445239,2994735
-0.7562606488229359,-0.6542704571061665,3155781
-0.7563082352877828,-0.6542154486374346,3155781
-0.7563557700851805,-0.6541604918205116,3155781
-0.7564213875917036,-0.6540846156223532,3155781
-0.756450909402841,-0.6540504733303194,3107432
-0.756498462796814,-0.6539954707687642,3156545
-0.7565460350670017,-0.6539404382850162,3156545
-0.7565935891032102,-0.6538854188066306,3156545
-0.7566411409518182,-0.6538303937712981,3113023
-0.7566886875206221,-0.6537753667570524,3110040
-0.7567609650238555,-0.6536917024226045,3153561
-0.7567837691513339,-0.6536653017784411,3171863
-0.756831278817701,-0.6536102932200222,3171863
-0.7568788541425046,-0.653555200539273,3110040
-0.7569263806004479,-0.6535001563512483,3101371
-0.7569738984082265,-0.6534451140904277,3075976
-0.757021448340698,-0.6533900265172036,3075976
-0.7570689218698676,-0.6533350193727536,3075976
-0.7571164740064604,-0.6532799130449556,3075976
-0.7571639819276977,-0.6532248498575304,3087483
-0.7572114296653054,-0.6531698483428519,3087483
-0.75725892515596,-0.6531147833816351,3087483
-0.7573064380888058,-0.6530596900967366,3137755
-0.7573539301761326,-0.6530046128832213,3212828
-0.7574014164465922,-0.65294953431693,3212828
-0.757448890203079,-0.652894462168369,3139978
-0.7574963799360246,-0.6528393633841466,3139978
-0.757543854844965,-0.6527842736973912,3212828
-0.7575913262092194,-0.6527291800222784,3212828
-0.757638766555613,-0.6526741142500515,3213050
-0.7576862622994509,-0.6526189760669603,3213050
-0.757733732746046,-0.6525638591423398,3213050
-0.7577811873635631,-0.6525087524913887,3112192
-0.7578286631047882,-0.6524536131992905,3116713
-0.7578760683609701,-0.6523985476729068,3172553
-0.7579235010097006,-0.6523434422274805,3082332
-0.7579709920816862,-0.6522882607886673,3082332
-0.758018384363733,-0.6522331860359422,3080840
-0.7580658180653511,-0.6521780550439503,3116365
-0.7581132419419843,-0.6521229273627898,3080840
-0.7581606579007478,-0.6520678007780366,3124119
-0.7582080833974302,-0.6520126549928272,3065769
-0.7582554995304231,-0.6519575119836173,3124119
-0.7583029089708352,-0.6519023686460798,3124119
-0.7583503197890957,-0.6518472155925622,3124119
-0.7583977123502699,-0.6517920756666786,3194246
-0.7584450987667424,-0.6517369347802121,3194246
-0.7584925330637516,-0.6516817300542755,3082166
-0.7585399245833073,-0.6516265669945867,3082166
-0.7585873112540239,-0.6515714014629483,3082166
-0.7586346670951636,-0.6515162637121275,2902889
-0.7586820557133088,-0.6514610796806113,3075851
-0.7587294292452358,-0.651405905098502,3075851
-0.7587768015051297,-0.6513507238789598,3303245
-0.7588241690364007,-0.6512955400478465,3303245
-0.758871516647555,-0.6512403713077373,3885746
-0.7589188912948188,-0.6511851629420338,3885746
-0.7589662435971978,-0.65112997249394,3885746
-0.7590135948919895,-0.6510747750981748,3885746
-0.759060935821593,-0.6510195816637527,3805565
-0.759108277379216,-0.6509643793744472,3595457
-0.7591556236108014,-0.6509091635090839,3332087
-0.7592029590649036,-0.6508539520868674,3332087
-0.7592502907944031,-0.6507987368830814,3332087
-0.7592976164123596,-0.6507435206826951,3404256
-0.7593449080210596,-0.6506883360430619,3404256
-0.7593922750543425,-0.6506330552529512,3404256
-0.7594395903188015,-0.6505778267482,3404256
-0.7594869000528102,-0.6505225965699982,3189668
-0.759534207683533,-0.6504673607173136,3189668
-0.7595814735060603,-0.650412165558396,3189668
-0.759628790673492,-0.650356902308208,3189668
-0.7596760846192411,-0.6503016580461561,3189668
-0.7597233694751119,-0.65024641627108,3187921
-0.7597706617042792,-0.6501911577478132,3402509
-0.7598179354989705,-0.6501359126321836,3135272
-0.759865211932978,-0.6500806562989322,3350248
-0.759912496558908,-0.6500253822533453,3350248
-0.7599597694198463,-0.6499701138231927,3476398
-0.7600070340868315,-0.6499148468365205,3476398
-0.7600542864956382,-0.6498595860488682,3312904
-0.760101537378429,-0.6498043189106615,3245175
-0.7601488066931754,-0.6497490220715545,3082455
-0.7601960576401533,-0.6496937385787005,3082455
-0.7602433156931985,-0.649638438628605,3082455
-0.760290557134476,-0.6495831499755425,3082455
-0.7603377983518279,-0.6495278534424025,3082455
-0.7603850305658738,-0.6494725593058841,3082455
-0.7604322497758124,-0.6494172722532845,3082455
-0.7604794762933287,-0.6493619685018708,3082455
-0.7605266994657146,-0.6493066605231973,3132062
-0.7605739067704023,-0.6492513629866382,3132062
-0.7606211324981021,-0.6491960357221112,3132062
-0.760668343107083,-0.6491407180224679,3139487
-0.7607155775464137,-0.649085364245895,3139487
-0.7607627484131634,-0.6490300768276074,3189340
-0.76080993838641,-0.6489747588716122,3189340
-0.7608571401510879,-0.648919418942836,3189340
-0.7609043311257506,-0.6488640835137002,3189340
-0.7609515155515287,-0.6488087476135255,3280482
-0.7609986962791652,-0.648753407899651,3139487
-0.7610458746488428,-0.6486980627996186,3178318
-0.7610930425691791,-0.6486427218066889,3266724
-0.7611401972160996,-0.6485873882383445,3266724
-0.7611873977524637,-0.6485319926594467,3266724
-0.7612345576289181,-0.6484766366427593,3266724
-0.7612817143247117,-0.64842127620462,3068708
-0.7613288679721559,-0.6483659111892263,3068708
-0.7613760210812053,-0.6483105386483796,3038030
-0.76142315183093,-0.6482551842105487,3038030
-0.7614702964401528,-0.6481998053373248,3127122
-0.76151742929913,-0.6481444321088043,3127122
-0.7615645604479819,-0.6480890527309284,3126374
-0.7616116907786278,-0.6480336661542515,3126374
-0.761658815428481,-0.6479782780927792,3044409
-0.761705936412116,-0.6479228861790124,3044409
-0.7617530528125375,-0.6478674914909526,3126374
-0.7618001660165622,-0.6478120923980489,3126374
-0.7618472833436531,-0.6477566802912151,3126374
-0.7618943843649575,-0.6477012791967779,3044409
-0.761941490388311,-0.6476458640529091,3044409
-0.7619885787456946,-0.6475904615272806,3126374
-0.7620356710912483,-0.6475350461438445,3146765
-0.762082741627043,-0.6474796482625609,3274741
-0.7621298323861955,-0.6474242184124638,3274741
-0.7621769149436946,-0.6473687900469965,3349016
-0.7622240220909507,-0.6473133245558088,3246184
-0.7622710863288701,-0.6472579014172051,3246184
-0.7623181719840489,-0.6472024448832823,3246184
-0.7623652206779352,-0.6471470237130688,3243219
-0.7624122818347299,-0.6470915796914378,3243219
-0.7624593358032927,-0.6470361359664557,3243219
-0.7625063921838428,-0.6469806812253206,3243219
-0.7625534423150496,-0.646925225674087,3173215
-0.762600488112019,-0.6468697670561752,3173215
-0.7626475248542572,-0.6468143109375944,3087264
-0.7626945542525714,-0.6467588553034829,3173215
-0.762741595390296,-0.6467033776481039,3173215
-0.762788626365011,-0.6466479037994166,3173215
-0.7628356502114986,-0.6465924301802489,3173215
-0.7628826697468412,-0.6465369534681928,3257968
-0.76292967818287,-0.6464814816742878,3257968
-0.7629766973275118,-0.6464259890623228,3198617
-0.7630237052519042,-0.6463705015110569,3198617
-0.7630707142908039,-0.6463150044612321,3311866
-0.7631176899849528,-0.6462595386004214,3311866
-0.7631646784416881,-0.6462040494913311,3249855
-0.763211677190439,-0.6461485400433534,3164612
-0.7632587056528295,-0.6460929873053626,3249855
-0.7633056902255944,-0.6460374782233838,3249855
-0.7633526724330173,-0.6459819637492756,3249855
-0.763399637315177,-0.6459264615628131,3249855
-0.7634466022019499,-0.6458709511863013,3249855
-0.7634935885291367,-0.6458154072758727,3284590
-0.7635405359634612,-0.6457599011557086,3284590
-0.7635874964923742,-0.6457043713654944,3285982
-0.7636344500138628,-0.6456488416717135,3677923
-0.7636813986077154,-0.6455933096157082,3677923
-0.763728347838191,-0.6455377686149333,3488135
-0.7637752957691214,-0.6454822209579372,3306935
-0.7638222351780513,-0.6454266751906104,3465321
-0.7638691626296638,-0.6453711353813837,3306935
-0.763916102465593,-0.645315572719098,3297315
-0.7639630476539155,-0.6452599955206748,3286869
-0.7640099550940803,-0.6452044548181153,3286869
-0.7640568740381583,-0.6451488922993188,3297315
-0.7641037823962255,-0.6450933341213361,3297315
-0.7641506764590784,-0.6450377846817448,3291940
-0.7641975841106131,-0.6449822109481023,3291940
-0.7642444838543916,-0.6449266383846574,3291940
-0.7642913836027667,-0.6448710576158372,3291940
-0.7643383243855832,-0.6448154200043908,3291940
-0.7643852126604865,-0.6447598364243718,3368300
-0.7644320994857956,-0.644704246360871,3418538
-0.7644789834084323,-0.6446486515357104,3418538
-0.7645258451793897,-0.6445930747787629,3479409
-0.7645727136013152,-0.6445374819328362,3479409
-0.7646195935904654,-0.6444818671596212,3436336
-0.7646664617960319,-0.6444262581586334,3436336
-0.7647133238819506,-0.6443706482122064,3436336
-0.7647601829432519,-0.6443150336478297,3490880
-0.7648070272252271,-0.6442594284191041,3436336
-0.7648538871207773,-0.6442037964466192,3436336
-0.7649007352588048,-0.6441481702221469,3436336
-0.7649475765093928,-0.6440925439658548,3380834
-0.7649944126595308,-0.6440369155566313,3380834
-0.7650412409517973,-0.6439812882708116,3380834
-0.7650880784576513,-0.6439256418267398,3380834
-0.7651349059345492,-0.6438699990840764,3380834
-0.7651817232399643,-0.6438143602153642,3403732
-0.7652285465306876,-0.6437587060184361,3403732
-0.765275331739732,-0.6437030888776619,3403732
-0.7653221462543106,-0.6436474286849094,3403732
-0.7653689546118291,-0.6435917675952637,3403732
-0.765415758214317,-0.6435361039422748,3403732
-0.7654625566064873,-0.643480438267909,3403732
-0.765509341079996,-0.6434247809334595,3536332
-0.7655561824122212,-0.6433690477248855,3657149
-0.7656029693736385,-0.643313370983588,3657149
-0.7656497508248417,-0.6432576925788435,3657149
-0.7656965092713741,-0.6432020333376073,3406055
-0.7657432794047249,-0.6431463519654741,3568426
-0.7657900541808345,-0.6430906568421864,3339639
-0.7658368211829799,-0.643034962751131,3339639
-0.7658835822792379,-0.6429792674691166,3296647
-0.7659303406656226,-0.6429235671896336,3315773
-0.7659770857856115,-0.6428678744900712,3208923
-0.7660238439451131,-0.6428121580271744,3208923
-0.7660705904055153,-0.6427564472766845,3208923
-0.7661173285187748,-0.6427007382470132,3208923
-0.7661640691610592,-0.6426450179738171,3208923
-0.7662107913712585,-0.6425893114472336,3137054
-0.7662575319717436,-0.6425335747621072,3156180
-0.7663042576213698,-0.6424778476736466,3315773
-0.7663509550592257,-0.642422146006668,3176457
-0.7663976727246378,-0.6423664119817124,3176457
-0.7664443760171283,-0.64231068687335,3176457
-0.7664910940418932,-0.6422549359518085,3104588
-0.7665378000249318,-0.6421991911649669,3135466
-0.7665845005551069,-0.6421434446513313,3135466
-0.7666312378886775,-0.6420876459590809,3104588
-0.7666778809783028,-0.6420319515558547,3041639
-0.766724618431068,-0.6419761362322849,3041639
-0.7667712956528923,-0.6419203845982654,3052240
-0.7668179845224266,-0.6418646108120961,2947288
-0.7668646459041377,-0.6418088616265137,2947288
-0.7669113058970459,-0.6417531058649328,3041115
-0.7669579848926825,-0.6416973191539417,3072988
-0.7670046497723021,-0.6416415410707665,3072988
-0.767051310499828,-0.6415857597083157,3149393
-0.7670979654626983,-0.6415299769948315,3232499
-0.7671446064687455,-0.6414742027283042,3327638
-0.7671912673974535,-0.6414183963912237,3232499
-0.7672379104398084,-0.641362603200371,3232499
-0.7672845513349195,-0.6413068043321942,3232499
-0.767331185175493,-0.641251005657826,3299251
-0.7673778093717292,-0.6411952102783098,3299251
-0.7674244426285418,-0.6411393958073953,3371703
-0.767471060594952,-0.6410835913898122,3555347
-0.7675176884184044,-0.6410277669218933,3371703
-0.7675643057375338,-0.6409719467789974,3371703
-0.7676111569773891,-0.6409158382220197,3328997
-0.7676575020918724,-0.6408603275925784,3328997
-0.7677041058376669,-0.6408044989542352,3309048
-0.767750703042095,-0.6407486698998047,3309048
-0.7677972989298838,-0.6406928341693658,3309048
-0.7678438840780241,-0.6406370030555322,3309048
-0.7678905176986187,-0.6405811055819142,3309048
-0.7679370963559723,-0.6405252657314605,3175314
-0.7679836688184255,-0.6404694250533673,3175314
-0.7680302490952043,-0.6404135667478933,3175314
-0.7680768187524092,-0.6403577129192548,3175314
-0.7681233875185564,-0.6403018519003499,3215811
-0.768169938908093,-0.6402460034689297,3108371
-0.7682164909924326,-0.6401901459467131,3108371
-0.7682630562832298,-0.6401342643151912,3403959
-0.7683095966079967,-0.6400784043850076,3061444
-0.7683561495286744,-0.6400225210736489,3108371
-0.7684026948818926,-0.6399666385822351,3108371
-0.7684492337166784,-0.6399107556528878,3384128
-0.7684957663431424,-0.6398548719144571,3349094
-0.7685422909987674,-0.6397989894852648,3349094
-0.7685888226313784,-0.6397430904090419,3644682
-0.7686353463635467,-0.6396871925563232,3659110
-0.7686818653397228,-0.6396312921502858,3659110
-0.7687283796670035,-0.6395753890625744,3659110
-0.7687748863807417,-0.6395194868573418,3624076
-0.7688213960887945,-0.639463572782748,3624076
-0.7688678979566482,-0.6394076598631934,3707149
-0.7689143727859722,-0.6393517711895033,3707149
-0.7689608642497803,-0.6392958542429561,3624076
-0.7690073447210322,-0.6392399422479071,3624076
-0.7690538370961111,-0.6391840076595692,3404961
-0.7691003220711328,-0.6391280736989104,3404961
-0.7691467996229318,-0.6390721403955908,3253114
-0.7691932732378074,-0.6390162035548924,3253114
-0.7692397369558713,-0.6389602703518129,3160250
-0.7692862453974141,-0.6389042750227529,3135135
-0.7693327069468614,-0.6388483278696241,3163371
-0.7693791643680307,-0.638792377409398,3172138
-0.7694256099670495,-0.6387364329101902,3172138
-0.7694720618307272,-0.6386804725854467,3172138
-0.7695185134170577,-0.6386245043125119,3166843
-0.7695649358604123,-0.6385685628765007,3135135
-0.7696113722935011,-0.6385125963021513,3166843
-0.7696578070692918,-0.6384566234422577,3166843
-0.7697042256396553,-0.6384006618358556,3166843
-0.7697506588820772,-0.638344674255694,3283449
-0.7697970800310424,-0.6382886929718251,3408978
-0.7698434955402759,-0.6382327102039893,3408978
-0.7698899071801888,-0.63817672381722,3408978
-0.7699363140476192,-0.638120734901136,3519962
-0.769982715322872,-0.6380647444452773,3408978
-0.7700291190948223,-0.6380087426877878,3366681
-0.7700755182117419,-0.6379527382580289,3366681
-0.7701219103459156,-0.6378967339665235,3408978
-0.7701682966496992,-0.6378407284234059,3384371
-0.7702146559765364,-0.6377847471670561,3384371
-0.770261034124436,-0.6377287348940412,3384371
-0.7703074051361233,-0.63767272294842,3635984
-0.7703537853695878,-0.6376166915684901,3635984
-0.7704001411358112,-0.6375606814554378,3391170
-0.7704465165307535,-0.637504639328709,3373679
-0.7704928773345455,-0.6374486065376039,3451274
-0.7705392307169228,-0.6373925744203276,3239494
-0.7705856219561086,-0.6373364882340546,3583645
-0.7706676015017226,-0.637237356089222,3249085
-0.7706783112687374,-0.6372244035973255,2961597
-0.7707246511578407,-0.6371683545952551,2961597
-0.7707709851796629,-0.6371123043900281,2961597
-0.7708173151845877,-0.6370562507437031,3095166
-0.7708636344483397,-0.6370002017936074,3095166
-0.7709099651229717,-0.6369441307321221,3095166
-0.7709562676022818,-0.6368880854944289,3095166
-0.7710025825577994,-0.6368320168531131,3086633
-0.7710488930800202,-0.6367759452743763,3145910
-0.7710951892116722,-0.6367198828170952,3235987
-0.7711415021514682,-0.6366637916982378,3427101
-0.7711878013164443,-0.6366077089548229,3553786
-0.7712340971966845,-0.6365516218824795,3586827
-0.7712803806794388,-0.6364955415232537,3553786
-0.7713266613994868,-0.636439456204847,3447618
-0.7713729495331979,-0.636383353591571,3447618
-0.7714192328754883,-0.636327248473451,3447618
-0.7714655014406621,-0.6362711529583184,3513560
-0.7715117759588583,-0.6362150419133521,3513560
-0.7715580261794607,-0.6361589520222558,3424507
-0.7716043032186297,-0.6361028212910967,3424507
-0.771650535061708,-0.6360467370712468,3424507
-0.7716967896106879,-0.6359906169941171,3311646
-0.771743037959007,-0.6359344961250354,3311646
-0.7717892676533544,-0.6358783895801923,3262420
-0.7718355248498238,-0.6358222413377792,3262420
-0.7718817620302664,-0.6357661090723941,3375281
-0.7719279948799184,-0.6357099737464159,3375281
-0.7719742238482882,-0.6356538348140701,3538659
-0.772020432096969,-0.6355977127277986,3845919
-0.7720666678564564,-0.6355415489053633,3845919
-0.7721128856289629,-0.6354853986093748,3845919
-0.7721591378352743,-0.6354291981468005,3345288
-0.772205345698007,-0.6353730432394984,3345288
-0.7722515428771021,-0.6353168929943036,3027455
-0.7722977320941713,-0.6352607441060715,3269036
-0.7723439468634822,-0.6352045558269703,3269036
-0.7723901246373626,-0.6351484042038361,3280276
-0.7724363254872404,-0.6350922161920819,3280276
-0.7724824981675218,-0.6350360541141461,2993060
-0.7725286657832181,-0.6349798898730581,2993060
-0.7725748403082844,-0.6349237088994464,3203381
-0.7726210172955288,-0.6348675165995046,3448739
-0.772667180410237,-0.6348113328516547,3448739
